learner_id,cohort_id,grade_band,age_range,stage_label,support_profile,expression_mode_preference,device_access,language_support,accommodation_flag,attendance_band,confidence_profile,trajectory_type,spelling_noise_level
L79_04_019,C79_04,7-9,12-14,Explorers,general,mixed,1to1_device,none,audio_support,irregular,balanced,needs_structure,low
L79_04_020,C79_04,7-9,12-14,Explorers,caption_support,code_notes,shared_device,moderate,visual_support,irregular,cautious,late_bloom,low
L79_04_021,C79_04,7-9,12-14,Explorers,general,code_notes,shared_device,light,none,irregular,cautious,steady_growth,low
L79_04_022,C79_04,7-9,12-14,Explorers,general,presentation,shared_device,moderate,extended_time,steady,cautious,variable_growth,medium
L79_04_023,C79_04,7-9,12-14,Explorers,sentence_stems,written,laptop_priority,light,extended_time,steady,overconfident,late_bloom,low
L79_04_024,C79_04,7-9,12-14,Explorers,general,presentation,tablet_mix,light,organization_support,mostly_steady,balanced,needs_structure,high
L79_04_025,C79_04,7-9,12-14,Explorers,checklist_support,mixed,1to1_device,light,visual_support,mixed,cautious,steady_growth,medium
L79_04_026,C79_04,7-9,12-14,Explorers,checklist_support,presentation,tablet_mix,moderate,none,steady,confident,variable_growth,high
L79_04_027,C79_04,7-9,12-14,Explorers,general,mixed,tablet_mix,light,extended_time,steady,cautious,late_bloom,low
L79_04_028,C79_04,7-9,12-14,Explorers,audio_reflection,presentation,shared_device,light,organization_support,irregular,balanced,late_bloom,low
L79_04_029,C79_04,7-9,12-14,Explorers,caption_support,code_notes,1to1_device,none,organization_support,steady,confident,late_bloom,low
L79_04_030,C79_04,7-9,12-14,Explorers,caption_support,mixed,shared_device,moderate,extended_time,steady,cautious,steady_growth,low
L79_04_031,C79_04,7-9,12-14,Explorers,audio_reflection,written,1to1_device,none,none,steady,overconfident,late_bloom,medium
L79_04_032,C79_04,7-9,12-14,Explorers,general,mixed,shared_device,moderate,extended_time,irregular,cautious,steady_growth,low
L79_04_033,C79_04,7-9,12-14,Explorers,caption_support,presentation,1to1_device,moderate,organization_support,steady,balanced,high_stable,medium
L79_04_034,C79_04,7-9,12-14,Explorers,sentence_stems,mixed,laptop_priority,moderate,audio_support,mostly_steady,cautious,variable_growth,high
L79_04_035,C79_04,7-9,12-14,Explorers,sentence_stems,written,laptop_priority,none,none,mixed,balanced,high_stable,medium
L79_04_036,C79_04,7-9,12-14,Explorers,caption_support,mixed,tablet_mix,light,none,mixed,overconfident,late_bloom,medium
L79_04_037,C79_04,7-9,12-14,Explorers,checklist_support,code_notes,tablet_mix,moderate,organization_support,irregular,overconfident,steady_growth,high
L79_04_038,C79_04,7-9,12-14,Explorers,audio_reflection,code_notes,shared_device,none,organization_support,mostly_steady,cautious,late_bloom,low
L79_04_039,C79_04,7-9,12-14,Explorers,checklist_support,presentation,laptop_priority,light,none,mostly_steady,cautious,steady_growth,high
L79_04_040,C79_04,7-9,12-14,Explorers,audio_reflection,presentation,shared_device,none,extended_time,steady,confident,steady_growth,low
L79_04_041,C79_04,7-9,12-14,Explorers,general,mixed,1to1_device,moderate,none,irregular,confident,steady_growth,medium
L79_04_042,C79_04,7-9,12-14,Explorers,caption_support,code_notes,shared_device,moderate,extended_time,steady,cautious,variable_growth,medium
L79_04_043,C79_04,7-9,12-14,Explorers,checklist_support,code_notes,tablet_mix,none,visual_support,mostly_steady,overconfident,late_bloom,medium
L79_04_044,C79_04,7-9,12-14,Explorers,sentence_stems,written,laptop_priority,light,extended_time,mixed,balanced,variable_growth,high
L79_04_045,C79_04,7-9,12-14,Explorers,checklist_support,code_notes,tablet_mix,moderate,visual_support,mostly_steady,balanced,high_stable,low
L79_04_046,C79_04,7-9,12-14,Explorers,caption_support,code_notes,laptop_priority,none,organization_support,steady,cautious,steady_growth,medium
L79_04_047,C79_04,7-9,12-14,Explorers,checklist_support,mixed,1to1_device,light,audio_support,mixed,overconfident,steady_growth,high
L79_04_048,C79_04,7-9,12-14,Explorers,audio_reflection,presentation,1to1_device,moderate,extended_time,irregular,balanced,needs_structure,high
L79_04_049,C79_04,7-9,12-14,Explorers,audio_reflection,written,1to1_device,none,extended_time,steady,overconfident,variable_growth,high
L79_04_050,C79_04,7-9,12-14,Explorers,sentence_stems,mixed,tablet_mix,moderate,visual_support,mixed,confident,variable_growth,low
L79_04_051,C79_04,7-9,12-14,Explorers,sentence_stems,presentation,shared_device,light,visual_support,steady,balanced,variable_growth,low
L79_04_052,C79_04,7-9,12-14,Explorers,sentence_stems,presentation,1to1_device,moderate,extended_time,steady,overconfident,late_bloom,medium
L79_04_053,C79_04,7-9,12-14,Explorers,checklist_support,code_notes,1to1_device,light,organization_support,mixed,overconfident,high_stable,medium
L79_04_054,C79_04,7-9,12-14,Explorers,checklist_support,code_notes,1to1_device,moderate,visual_support,steady,overconfident,high_stable,high
L79_04_055,C79_04,7-9,12-14,Explorers,audio_reflection,code_notes,shared_device,light,extended_time,mostly_steady,confident,late_bloom,low
L79_04_056,C79_04,7-9,12-14,Explorers,audio_reflection,mixed,laptop_priority,none,organization_support,mostly_steady,cautious,steady_growth,low
L79_04_057,C79_04,7-9,12-14,Explorers,sentence_stems,mixed,shared_device,light,visual_support,irregular,balanced,steady_growth,medium
L79_04_058,C79_04,7-9,12-14,Explorers,checklist_support,written,shared_device,light,none,steady,balanced,high_stable,low
L79_04_059,C79_04,7-9,12-14,Explorers,general,mixed,laptop_priority,light,extended_time,irregular,balanced,needs_structure,low
L79_04_060,C79_04,7-9,12-14,Explorers,general,written,tablet_mix,moderate,audio_support,mostly_steady,balanced,high_stable,high
L79_05_001,C79_05,7-9,12-14,Explorers,checklist_support,code_notes,1to1_device,light,organization_support,irregular,overconfident,variable_growth,low
L79_05_002,C79_05,7-9,12-14,Explorers,audio_reflection,mixed,1to1_device,moderate,organization_support,steady,cautious,steady_growth,low
L79_05_003,C79_05,7-9,12-14,Explorers,checklist_support,mixed,tablet_mix,none,audio_support,mostly_steady,overconfident,variable_growth,high
L79_05_004,C79_05,7-9,12-14,Explorers,sentence_stems,mixed,1to1_device,light,organization_support,irregular,balanced,needs_structure,medium
L79_05_005,C79_05,7-9,12-14,Explorers,caption_support,code_notes,shared_device,light,extended_time,irregular,confident,needs_structure,low
L79_05_006,C79_05,7-9,12-14,Explorers,general,code_notes,laptop_priority,none,none,mixed,confident,needs_structure,low
L79_05_007,C79_05,7-9,12-14,Explorers,checklist_support,mixed,1to1_device,moderate,visual_support,mostly_steady,confident,late_bloom,medium
L79_05_008,C79_05,7-9,12-14,Explorers,checklist_support,code_notes,shared_device,none,organization_support,steady,balanced,needs_structure,medium
L79_05_009,C79_05,7-9,12-14,Explorers,general,code_notes,shared_device,moderate,extended_time,steady,cautious,steady_growth,medium
L79_05_010,C79_05,7-9,12-14,Explorers,checklist_support,code_notes,1to1_device,moderate,organization_support,mixed,overconfident,late_bloom,medium
L79_05_011,C79_05,7-9,12-14,Explorers,caption_support,written,shared_device,light,organization_support,mixed,overconfident,steady_growth,medium
L79_05_012,C79_05,7-9,12-14,Explorers,sentence_stems,mixed,shared_device,moderate,none,mostly_steady,overconfident,needs_structure,medium
L79_05_013,C79_05,7-9,12-14,Explorers,audio_reflection,code_notes,laptop_priority,moderate,organization_support,irregular,overconfident,variable_growth,low
L79_05_014,C79_05,7-9,12-14,Explorers,checklist_support,mixed,laptop_priority,moderate,none,irregular,cautious,high_stable,medium
L79_05_015,C79_05,7-9,12-14,Explorers,general,written,tablet_mix,none,organization_support,steady,confident,steady_growth,medium
L79_05_016,C79_05,7-9,12-14,Explorers,sentence_stems,written,shared_device,light,visual_support,mostly_steady,overconfident,late_bloom,high
L79_05_017,C79_05,7-9,12-14,Explorers,general,code_notes,tablet_mix,none,visual_support,irregular,overconfident,high_stable,low
L79_05_018,C79_05,7-9,12-14,Explorers,caption_support,mixed,laptop_priority,moderate,extended_time,mostly_steady,overconfident,late_bloom,high
L79_05_019,C79_05,7-9,12-14,Explorers,audio_reflection,mixed,shared_device,none,audio_support,irregular,confident,steady_growth,medium
L79_05_020,C79_05,7-9,12-14,Explorers,sentence_stems,written,1to1_device,moderate,extended_time,irregular,overconfident,late_bloom,low
L79_05_021,C79_05,7-9,12-14,Explorers,sentence_stems,code_notes,shared_device,moderate,audio_support,steady,balanced,high_stable,high
L79_05_022,C79_05,7-9,12-14,Explorers,checklist_support,mixed,1to1_device,moderate,audio_support,steady,balanced,needs_structure,low
L79_05_023,C79_05,7-9,12-14,Explorers,audio_reflection,written,1to1_device,none,visual_support,irregular,confident,variable_growth,low
L79_05_024,C79_05,7-9,12-14,Explorers,caption_support,code_notes,shared_device,none,organization_support,steady,confident,steady_growth,low
L79_05_025,C79_05,7-9,12-14,Explorers,audio_reflection,presentation,tablet_mix,light,none,irregular,balanced,late_bloom,medium
L79_05_026,C79_05,7-9,12-14,Explorers,checklist_support,presentation,1to1_device,light,none,irregular,balanced,variable_growth,high
L79_05_027,C79_05,7-9,12-14,Explorers,general,code_notes,shared_device,moderate,organization_support,steady,cautious,steady_growth,medium
L79_05_028,C79_05,7-9,12-14,Explorers,checklist_support,mixed,1to1_device,moderate,organization_support,steady,cautious,high_stable,high
L79_05_029,C79_05,7-9,12-14,Explorers,general,presentation,laptop_priority,none,audio_support,irregular,cautious,needs_structure,high
L79_05_030,C79_05,7-9,12-14,Explorers,audio_reflection,code_notes,shared_device,none,extended_time,mixed,overconfident,needs_structure,high
L79_05_031,C79_05,7-9,12-14,Explorers,audio_reflection,presentation,shared_device,none,organization_support,mostly_steady,overconfident,variable_growth,medium
L79_05_032,C79_05,7-9,12-14,Explorers,audio_reflection,mixed,1to1_device,moderate,none,mostly_steady,balanced,steady_growth,low
L79_05_033,C79_05,7-9,12-14,Explorers,checklist_support,written,tablet_mix,moderate,audio_support,steady,balanced,steady_growth,low
L79_05_034,C79_05,7-9,12-14,Explorers,general,mixed,shared_device,light,none,irregular,balanced,late_bloom,high
L79_05_035,C79_05,7-9,12-14,Explorers,sentence_stems,mixed,tablet_mix,moderate,audio_support,mostly_steady,cautious,steady_growth,medium
L79_05_036,C79_05,7-9,12-14,Explorers,checklist_support,mixed,laptop_priority,none,visual_support,irregular,balanced,late_bloom,medium
L79_05_037,C79_05,7-9,12-14,Explorers,checklist_support,written,tablet_mix,none,audio_support,steady,confident,steady_growth,low
L79_05_038,C79_05,7-9,12-14,Explorers,caption_support,presentation,1to1_device,moderate,organization_support,mixed,overconfident,late_bloom,low
L79_05_039,C79_05,7-9,12-14,Explorers,checklist_support,presentation,1to1_device,light,extended_time,mostly_steady,confident,needs_structure,low
L79_05_040,C79_05,7-9,12-14,Explorers,general,presentation,laptop_priority,none,none,mixed,cautious,variable_growth,high
L79_05_041,C79_05,7-9,12-14,Explorers,caption_support,presentation,tablet_mix,light,none,steady,confident,variable_growth,low
L79_05_042,C79_05,7-9,12-14,Explorers,checklist_support,mixed,tablet_mix,light,audio_support,mostly_steady,confident,needs_structure,medium
L79_05_043,C79_05,7-9,12-14,Explorers,sentence_stems,code_notes,shared_device,moderate,visual_support,mixed,balanced,needs_structure,high
L79_05_044,C79_05,7-9,12-14,Explorers,general,presentation,shared_device,moderate,none,steady,confident,needs_structure,medium
L79_05_045,C79_05,7-9,12-14,Explorers,caption_support,mixed,laptop_priority,none,visual_support,steady,confident,steady_growth,low
L79_05_046,C79_05,7-9,12-14,Explorers,checklist_support,presentation,1to1_device,moderate,organization_support,irregular,confident,high_stable,low
L79_05_047,C79_05,7-9,12-14,Explorers,general,presentation,tablet_mix,none,visual_support,irregular,overconfident,late_bloom,low
L79_05_048,C79_05,7-9,12-14,Explorers,sentence_stems,written,tablet_mix,none,organization_support,steady,cautious,variable_growth,low
L79_05_049,C79_05,7-9,12-14,Explorers,caption_support,written,tablet_mix,moderate,extended_time,mostly_steady,cautious,needs_structure,medium
L79_05_050,C79_05,7-9,12-14,Explorers,checklist_support,written,shared_device,none,visual_support,steady,cautious,needs_structure,low
L79_05_051,C79_05,7-9,12-14,Explorers,checklist_support,code_notes,shared_device,moderate,organization_support,steady,cautious,high_stable,high
L79_05_052,C79_05,7-9,12-14,Explorers,sentence_stems,mixed,tablet_mix,moderate,audio_support,steady,balanced,late_bloom,low
L79_05_053,C79_05,7-9,12-14,Explorers,sentence_stems,written,tablet_mix,none,none,mixed,confident,late_bloom,low
L79_05_054,C79_05,7-9,12-14,Explorers,general,mixed,laptop_priority,moderate,extended_time,mixed,overconfident,steady_growth,low
L79_05_055,C79_05,7-9,12-14,Explorers,audio_reflection,code_notes,laptop_priority,light,audio_support,irregular,balanced,variable_growth,low
L79_05_056,C79_05,7-9,12-14,Explorers,audio_reflection,mixed,shared_device,none,audio_support,irregular,confident,late_bloom,low
L79_05_057,C79_05,7-9,12-14,Explorers,general,written,1to1_device,light,organization_support,steady,overconfident,steady_growth,low
L79_05_058,C79_05,7-9,12-14,Explorers,checklist_support,presentation,shared_device,moderate,extended_time,steady,balanced,steady_growth,high
L79_05_059,C79_05,7-9,12-14,Explorers,general,mixed,shared_device,none,organization_support,mostly_steady,overconfident,late_bloom,medium
L79_05_060,C79_05,7-9,12-14,Explorers,caption_support,presentation,laptop_priority,none,none,steady,balanced,variable_growth,medium
L79_06_001,C79_06,7-9,12-14,Explorers,caption_support,code_notes,laptop_priority,none,visual_support,steady,balanced,needs_structure,low
L79_06_002,C79_06,7-9,12-14,Explorers,sentence_stems,presentation,shared_device,moderate,organization_support,steady,confident,variable_growth,low
L79_06_003,C79_06,7-9,12-14,Explorers,caption_support,code_notes,laptop_priority,moderate,extended_time,irregular,overconfident,high_stable,low
L79_06_004,C79_06,7-9,12-14,Explorers,audio_reflection,mixed,tablet_mix,none,none,steady,overconfident,high_stable,medium
L79_06_005,C79_06,7-9,12-14,Explorers,checklist_support,presentation,shared_device,none,audio_support,steady,cautious,high_stable,high
L79_06_006,C79_06,7-9,12-14,Explorers,caption_support,code_notes,tablet_mix,light,organization_support,mixed,balanced,variable_growth,low
L79_06_007,C79_06,7-9,12-14,Explorers,checklist_support,written,tablet_mix,moderate,visual_support,steady,cautious,variable_growth,medium
L79_06_008,C79_06,7-9,12-14,Explorers,checklist_support,code_notes,tablet_mix,none,audio_support,mostly_steady,confident,steady_growth,low
L79_06_009,C79_06,7-9,12-14,Explorers,caption_support,written,1to1_device,none,none,mostly_steady,overconfident,needs_structure,medium
L79_06_010,C79_06,7-9,12-14,Explorers,sentence_stems,mixed,laptop_priority,none,organization_support,mostly_steady,balanced,variable_growth,high
L79_06_011,C79_06,7-9,12-14,Explorers,checklist_support,presentation,tablet_mix,light,organization_support,mixed,overconfident,late_bloom,low
L79_06_012,C79_06,7-9,12-14,Explorers,audio_reflection,written,shared_device,none,none,steady,overconfident,steady_growth,high
L79_06_013,C79_06,7-9,12-14,Explorers,checklist_support,code_notes,1to1_device,moderate,audio_support,irregular,cautious,variable_growth,high
L79_06_014,C79_06,7-9,12-14,Explorers,general,written,laptop_priority,moderate,extended_time,steady,balanced,needs_structure,low
L79_06_015,C79_06,7-9,12-14,Explorers,caption_support,code_notes,1to1_device,light,organization_support,steady,confident,steady_growth,low
L79_06_016,C79_06,7-9,12-14,Explorers,audio_reflection,written,shared_device,moderate,organization_support,steady,cautious,variable_growth,low
L79_06_017,C79_06,7-9,12-14,Explorers,sentence_stems,code_notes,laptop_priority,light,organization_support,steady,cautious,variable_growth,medium
L79_06_018,C79_06,7-9,12-14,Explorers,general,written,tablet_mix,moderate,none,mixed,balanced,variable_growth,high
L79_06_019,C79_06,7-9,12-14,Explorers,sentence_stems,written,laptop_priority,light,organization_support,mostly_steady,confident,high_stable,medium
L79_06_020,C79_06,7-9,12-14,Explorers,sentence_stems,presentation,laptop_priority,light,none,mostly_steady,cautious,needs_structure,high
L79_06_021,C79_06,7-9,12-14,Explorers,general,written,1to1_device,none,visual_support,mostly_steady,overconfident,variable_growth,low
L79_06_022,C79_06,7-9,12-14,Explorers,sentence_stems,written,tablet_mix,none,none,steady,confident,variable_growth,medium
L79_06_023,C79_06,7-9,12-14,Explorers,sentence_stems,presentation,shared_device,moderate,visual_support,steady,overconfident,high_stable,low
L79_06_024,C79_06,7-9,12-14,Explorers,checklist_support,mixed,tablet_mix,none,visual_support,mostly_steady,cautious,steady_growth,high
L79_06_025,C79_06,7-9,12-14,Explorers,general,written,tablet_mix,moderate,audio_support,steady,confident,needs_structure,low
L79_06_026,C79_06,7-9,12-14,Explorers,caption_support,written,1to1_device,none,none,mostly_steady,cautious,high_stable,medium
L79_06_027,C79_06,7-9,12-14,Explorers,general,code_notes,1to1_device,light,audio_support,irregular,cautious,steady_growth,medium
L79_06_028,C79_06,7-9,12-14,Explorers,sentence_stems,written,1to1_device,moderate,organization_support,irregular,confident,high_stable,medium
L79_06_029,C79_06,7-9,12-14,Explorers,audio_reflection,written,1to1_device,none,extended_time,irregular,cautious,high_stable,low
L79_06_030,C79_06,7-9,12-14,Explorers,caption_support,code_notes,shared_device,none,extended_time,steady,cautious,steady_growth,medium
L79_06_031,C79_06,7-9,12-14,Explorers,general,written,shared_device,light,extended_time,mostly_steady,overconfident,high_stable,low
L79_06_032,C79_06,7-9,12-14,Explorers,checklist_support,mixed,tablet_mix,moderate,audio_support,steady,balanced,variable_growth,low
L79_06_033,C79_06,7-9,12-14,Explorers,checklist_support,mixed,tablet_mix,moderate,visual_support,steady,overconfident,variable_growth,high
L79_06_034,C79_06,7-9,12-14,Explorers,general,written,tablet_mix,moderate,extended_time,mixed,overconfident,steady_growth,low
L79_06_035,C79_06,7-9,12-14,Explorers,checklist_support,presentation,laptop_priority,light,audio_support,mostly_steady,overconfident,late_bloom,medium
L79_06_036,C79_06,7-9,12-14,Explorers,sentence_stems,written,laptop_priority,moderate,none,mostly_steady,balanced,high_stable,low
L79_06_037,C79_06,7-9,12-14,Explorers,audio_reflection,written,shared_device,light,visual_support,mostly_steady,confident,high_stable,low
L79_06_038,C79_06,7-9,12-14,Explorers,audio_reflection,presentation,laptop_priority,light,extended_time,mostly_steady,cautious,high_stable,high
L79_06_039,C79_06,7-9,12-14,Explorers,caption_support,code_notes,1to1_device,none,organization_support,irregular,overconfident,variable_growth,high
L79_06_040,C79_06,7-9,12-14,Explorers,general,written,laptop_priority,moderate,none,steady,confident,late_bloom,low
L79_06_041,C79_06,7-9,12-14,Explorers,audio_reflection,code_notes,shared_device,none,audio_support,mixed,overconfident,late_bloom,low
L79_06_042,C79_06,7-9,12-14,Explorers,audio_reflection,written,laptop_priority,moderate,extended_time,mixed,overconfident,steady_growth,high
L79_06_043,C79_06,7-9,12-14,Explorers,sentence_stems,mixed,shared_device,light,none,irregular,confident,variable_growth,low
L79_06_044,C79_06,7-9,12-14,Explorers,caption_support,code_notes,tablet_mix,none,organization_support,mixed,balanced,late_bloom,low
L79_06_045,C79_06,7-9,12-14,Explorers,audio_reflection,presentation,shared_device,moderate,audio_support,mostly_steady,overconfident,high_stable,low
L79_06_046,C79_06,7-9,12-14,Explorers,checklist_support,mixed,laptop_priority,none,visual_support,steady,confident,steady_growth,low
L79_06_047,C79_06,7-9,12-14,Explorers,audio_reflection,mixed,shared_device,moderate,extended_time,irregular,balanced,steady_growth,low
L79_06_048,C79_06,7-9,12-14,Explorers,caption_support,presentation,tablet_mix,none,visual_support,irregular,cautious,variable_growth,high
L79_06_049,C79_06,7-9,12-14,Explorers,audio_reflection,presentation,laptop_priority,light,organization_support,steady,balanced,late_bloom,high
L79_06_050,C79_06,7-9,12-14,Explorers,checklist_support,presentation,1to1_device,none,none,mixed,balanced,high_stable,medium
L79_06_051,C79_06,7-9,12-14,Explorers,general,presentation,laptop_priority,light,organization_support,irregular,cautious,high_stable,low
L79_06_052,C79_06,7-9,12-14,Explorers,checklist_support,written,laptop_priority,none,audio_support,mostly_steady,confident,late_bloom,low
L79_06_053,C79_06,7-9,12-14,Explorers,general,code_notes,shared_device,moderate,organization_support,steady,balanced,needs_structure,high
L79_06_054,C79_06,7-9,12-14,Explorers,sentence_stems,code_notes,tablet_mix,light,audio_support,mostly_steady,cautious,steady_growth,medium
L79_06_055,C79_06,7-9,12-14,Explorers,general,mixed,1to1_device,moderate,organization_support,mixed,confident,late_bloom,low
L79_06_056,C79_06,7-9,12-14,Explorers,checklist_support,code_notes,tablet_mix,moderate,organization_support,irregular,confident,needs_structure,low
L79_06_057,C79_06,7-9,12-14,Explorers,caption_support,mixed,shared_device,none,organization_support,mixed,confident,needs_structure,medium
L79_06_058,C79_06,7-9,12-14,Explorers,sentence_stems,presentation,1to1_device,light,organization_support,mixed,overconfident,late_bloom,low
L79_06_059,C79_06,7-9,12-14,Explorers,general,presentation,tablet_mix,none,extended_time,irregular,balanced,needs_structure,low
L79_06_060,C79_06,7-9,12-14,Explorers,audio_reflection,written,laptop_priority,light,visual_support,mixed,overconfident,late_bloom,high
L79_07_001,C79_07,7-9,12-14,Explorers,checklist_support,mixed,shared_device,light,organization_support,steady,confident,high_stable,low
L79_07_002,C79_07,7-9,12-14,Explorers,audio_reflection,mixed,laptop_priority,light,visual_support,mostly_steady,confident,high_stable,high
L79_07_003,C79_07,7-9,12-14,Explorers,audio_reflection,written,laptop_priority,none,extended_time,mostly_steady,confident,steady_growth,medium
L79_07_004,C79_07,7-9,12-14,Explorers,caption_support,written,1to1_device,moderate,organization_support,irregular,balanced,steady_growth,low
L79_07_005,C79_07,7-9,12-14,Explorers,sentence_stems,presentation,laptop_priority,none,audio_support,mostly_steady,balanced,needs_structure,medium
L79_07_006,C79_07,7-9,12-14,Explorers,checklist_support,written,laptop_priority,moderate,audio_support,irregular,balanced,variable_growth,low
L79_07_007,C79_07,7-9,12-14,Explorers,audio_reflection,written,shared_device,light,visual_support,steady,balanced,steady_growth,medium
L79_07_008,C79_07,7-9,12-14,Explorers,checklist_support,code_notes,laptop_priority,none,audio_support,steady,cautious,variable_growth,low
L79_07_009,C79_07,7-9,12-14,Explorers,audio_reflection,written,tablet_mix,moderate,organization_support,mostly_steady,cautious,needs_structure,low
L79_07_010,C79_07,7-9,12-14,Explorers,sentence_stems,mixed,laptop_priority,moderate,none,steady,overconfident,steady_growth,low
L79_07_011,C79_07,7-9,12-14,Explorers,audio_reflection,mixed,tablet_mix,moderate,extended_time,mostly_steady,cautious,needs_structure,low
L79_07_012,C79_07,7-9,12-14,Explorers,checklist_support,written,tablet_mix,moderate,visual_support,mostly_steady,balanced,steady_growth,high
L79_07_013,C79_07,7-9,12-14,Explorers,sentence_stems,written,laptop_priority,none,extended_time,irregular,balanced,variable_growth,low
L79_07_014,C79_07,7-9,12-14,Explorers,checklist_support,presentation,1to1_device,moderate,none,steady,cautious,needs_structure,low
L79_07_015,C79_07,7-9,12-14,Explorers,sentence_stems,written,laptop_priority,moderate,none,mostly_steady,confident,variable_growth,low
L79_07_016,C79_07,7-9,12-14,Explorers,checklist_support,code_notes,laptop_priority,light,audio_support,mostly_steady,confident,steady_growth,medium
L79_07_017,C79_07,7-9,12-14,Explorers,general,code_notes,laptop_priority,light,extended_time,mixed,confident,steady_growth,medium
L79_07_018,C79_07,7-9,12-14,Explorers,audio_reflection,mixed,tablet_mix,none,organization_support,mostly_steady,overconfident,steady_growth,high
L79_07_019,C79_07,7-9,12-14,Explorers,checklist_support,presentation,tablet_mix,moderate,extended_time,mostly_steady,cautious,variable_growth,low
L79_07_020,C79_07,7-9,12-14,Explorers,general,code_notes,shared_device,moderate,extended_time,mostly_steady,cautious,high_stable,high
L79_07_021,C79_07,7-9,12-14,Explorers,sentence_stems,presentation,shared_device,light,organization_support,irregular,balanced,variable_growth,low
L79_07_022,C79_07,7-9,12-14,Explorers,sentence_stems,written,shared_device,light,extended_time,irregular,balanced,needs_structure,low
L79_07_023,C79_07,7-9,12-14,Explorers,checklist_support,code_notes,shared_device,light,visual_support,irregular,confident,late_bloom,low
L79_07_024,C79_07,7-9,12-14,Explorers,audio_reflection,code_notes,laptop_priority,moderate,organization_support,steady,confident,variable_growth,low
L79_07_025,C79_07,7-9,12-14,Explorers,sentence_stems,written,1to1_device,moderate,visual_support,steady,overconfident,variable_growth,high
L79_07_026,C79_07,7-9,12-14,Explorers,caption_support,code_notes,tablet_mix,moderate,audio_support,mostly_steady,confident,steady_growth,low
L79_07_027,C79_07,7-9,12-14,Explorers,sentence_stems,presentation,1to1_device,light,organization_support,steady,overconfident,late_bloom,high
L79_07_028,C79_07,7-9,12-14,Explorers,sentence_stems,mixed,laptop_priority,moderate,none,irregular,overconfident,late_bloom,high
L79_07_029,C79_07,7-9,12-14,Explorers,checklist_support,mixed,shared_device,none,extended_time,mostly_steady,overconfident,high_stable,low
L79_07_030,C79_07,7-9,12-14,Explorers,caption_support,code_notes,tablet_mix,moderate,none,mostly_steady,balanced,needs_structure,low
L79_07_031,C79_07,7-9,12-14,Explorers,general,presentation,tablet_mix,light,extended_time,mostly_steady,cautious,needs_structure,high
L79_07_032,C79_07,7-9,12-14,Explorers,audio_reflection,mixed,shared_device,none,extended_time,irregular,confident,steady_growth,low
L79_07_033,C79_07,7-9,12-14,Explorers,general,presentation,laptop_priority,moderate,extended_time,irregular,cautious,high_stable,low
L79_07_034,C79_07,7-9,12-14,Explorers,general,written,1to1_device,none,extended_time,irregular,balanced,high_stable,low
L79_07_035,C79_07,7-9,12-14,Explorers,general,written,1to1_device,none,none,irregular,confident,needs_structure,medium
L79_07_036,C79_07,7-9,12-14,Explorers,sentence_stems,presentation,shared_device,light,audio_support,mixed,overconfident,high_stable,low
L79_07_037,C79_07,7-9,12-14,Explorers,checklist_support,mixed,shared_device,light,audio_support,mixed,confident,variable_growth,low
L79_07_038,C79_07,7-9,12-14,Explorers,audio_reflection,code_notes,laptop_priority,none,audio_support,irregular,confident,needs_structure,medium
L79_07_039,C79_07,7-9,12-14,Explorers,audio_reflection,presentation,laptop_priority,none,none,mixed,cautious,late_bloom,low
L79_07_040,C79_07,7-9,12-14,Explorers,caption_support,presentation,shared_device,light,organization_support,steady,cautious,steady_growth,high
L79_07_041,C79_07,7-9,12-14,Explorers,audio_reflection,mixed,laptop_priority,none,none,mostly_steady,balanced,steady_growth,low
L79_07_042,C79_07,7-9,12-14,Explorers,checklist_support,code_notes,laptop_priority,moderate,organization_support,irregular,overconfident,high_stable,low
L79_07_043,C79_07,7-9,12-14,Explorers,audio_reflection,mixed,tablet_mix,light,organization_support,irregular,cautious,high_stable,medium
L79_07_044,C79_07,7-9,12-14,Explorers,general,written,tablet_mix,light,extended_time,irregular,confident,high_stable,medium
L79_07_045,C79_07,7-9,12-14,Explorers,audio_reflection,mixed,1to1_device,light,extended_time,mixed,balanced,variable_growth,low
L79_07_046,C79_07,7-9,12-14,Explorers,general,mixed,shared_device,none,visual_support,mixed,balanced,high_stable,high
L79_07_047,C79_07,7-9,12-14,Explorers,audio_reflection,written,shared_device,moderate,extended_time,mostly_steady,balanced,high_stable,low
L79_07_048,C79_07,7-9,12-14,Explorers,sentence_stems,mixed,tablet_mix,none,visual_support,irregular,overconfident,late_bloom,low
L79_07_049,C79_07,7-9,12-14,Explorers,caption_support,code_notes,shared_device,moderate,extended_time,irregular,balanced,variable_growth,medium
L79_07_050,C79_07,7-9,12-14,Explorers,checklist_support,written,laptop_priority,none,visual_support,mixed,balanced,steady_growth,low
L79_07_051,C79_07,7-9,12-14,Explorers,audio_reflection,mixed,shared_device,none,none,mixed,overconfident,variable_growth,medium
L79_07_052,C79_07,7-9,12-14,Explorers,caption_support,mixed,1to1_device,moderate,organization_support,steady,balanced,needs_structure,low
L79_07_053,C79_07,7-9,12-14,Explorers,caption_support,written,shared_device,light,none,mostly_steady,confident,steady_growth,low
L79_07_054,C79_07,7-9,12-14,Explorers,caption_support,mixed,tablet_mix,moderate,audio_support,mostly_steady,cautious,high_stable,medium
L79_07_055,C79_07,7-9,12-14,Explorers,sentence_stems,written,shared_device,light,audio_support,irregular,balanced,high_stable,low
