ai_trace_id,record_id,learner_id,cohort_id,session_id,grade_band,ai_mode,ai_prompt,ai_suggestion_category,ai_suggestion_summary,learner_change_summary,disclosure_quality,human_verified,trace_ts
AI_core_L79_10_028_04_04,core_L79_10_028_04_04,L79_10_028,C79_10,S_C79_10_04,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-27T11:24:00
AI_core_L79_10_029_01_01,core_L79_10_029_01_01,L79_10_029,C79_10,S_C79_10_01,7-9,student_supervised,Give me 3 starting ideas for edited photo evidence for a student council in a campaign posters.,generic_support,suggested starter ideas,I kept one part and changed the rest with my own words/work.,complete,True,2026-04-06T11:39:00
AI_core_L79_10_029_06_03,core_L79_10_029_06_03,L79_10_029,C79_10,S_C79_10_06,7-9,student_optional,Give feedback on this idea for edited photo evidence and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-05-11T14:07:00
AI_core_L79_10_030_04_03,core_L79_10_030_04_03,L79_10_030,C79_10,S_C79_10_04,7-9,student_supervised,Give a few example cases I could test for image authenticity.,example_list,suggested additional test examples,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-04-27T13:39:00
AI_core_L79_10_030_07_05,core_L79_10_030_07_05,L79_10_030,C79_10,S_C79_10_07,7-9,student_supervised,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-05-18T08:16:00
AI_core_L79_10_031_05_04,core_L79_10_031_05_04,L79_10_031,C79_10,S_C79_10_05,7-9,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-04T13:14:00
AI_core_L79_10_032_07_04,core_L79_10_032_07_04,L79_10_032,C79_10,S_C79_10_07,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-18T08:53:00
AI_core_L79_10_033_05_03,core_L79_10_033_05_03,L79_10_033,C79_10,S_C79_10_05,7-9,student_optional,Give me 3 starting ideas for health claim posts for a families in a community forum.,generic_support,suggested starter ideas,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-04T08:54:00
AI_core_L79_10_034_01_01,core_L79_10_034_01_01,L79_10_034,C79_10,S_C79_10_01,7-9,student_optional,Give feedback on this idea for sponsored content labels and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-06T10:16:00
AI_core_L79_10_034_03_03,core_L79_10_034_03_03,L79_10_034,C79_10,S_C79_10_03,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-20T08:40:00
AI_core_L79_10_035_04_03,core_L79_10_035_04_03,L79_10_035,C79_10,S_C79_10_04,7-9,student_optional,Give feedback on this idea for rumor spread in group chats and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-27T11:17:00
AI_core_L79_10_035_07_04,core_L79_10_035_07_04,L79_10_035,C79_10,S_C79_10_07,7-9,student_optional,Give me 3 starting ideas for rumor spread in group chats for a club members in a student media channels.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-18T10:49:00
AI_core_L79_10_036_04_03,core_L79_10_036_04_03,L79_10_036,C79_10,S_C79_10_04,7-9,student_supervised,Give me 3 starting ideas for headline credibility for a students in a school news feed.,generic_support,suggested starter ideas,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-27T14:33:00
AI_core_L79_10_037_04_02,core_L79_10_037_04_02,L79_10_037,C79_10,S_C79_10_04,7-9,student_optional,Give a few example cases I could test for headline credibility.,example_list,suggested additional test examples,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-27T11:03:00
AI_core_L79_10_038_05_03,core_L79_10_038_05_03,L79_10_038,C79_10,S_C79_10_05,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-04T08:00:00
AI_core_L79_10_038_08_05,core_L79_10_038_08_05,L79_10_038,C79_10,S_C79_10_08,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-05-25T08:14:00
AI_core_L79_10_040_02_02,core_L79_10_040_02_02,L79_10_040,C79_10,S_C79_10_02,7-9,student_optional,Give me 3 starting ideas for health claim posts for a families in a community forum.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-04-13T07:47:00
AI_core_L79_10_041_07_04,core_L79_10_041_07_04,L79_10_041,C79_10,S_C79_10_07,7-9,student_supervised,Give feedback on this idea for headline credibility and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-18T14:56:00
AI_core_L79_10_042_02_02,core_L79_10_042_02_02,L79_10_042,C79_10,S_C79_10_02,7-9,student_supervised,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-04-13T09:56:00
AI_core_L79_10_042_05_04,core_L79_10_042_05_04,L79_10_042,C79_10,S_C79_10_05,7-9,student_supervised,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-05-04T13:55:00
AI_core_L79_10_044_05_02,core_L79_10_044_05_02,L79_10_044,C79_10,S_C79_10_05,7-9,student_optional,Give me 3 starting ideas for image authenticity for a families in a community social posts.,generic_support,suggested starter ideas,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-04T09:47:00
AI_core_L79_10_044_06_03,core_L79_10_044_06_03,L79_10_044,C79_10,S_C79_10_06,7-9,student_optional,Give feedback on this idea for image authenticity and tell me one thing to improve.,feedback,pointed out one weak part to improve,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-05-11T13:10:00
AI_core_L79_10_045_06_04,core_L79_10_045_06_04,L79_10_045,C79_10,S_C79_10_06,7-9,student_optional,Give a few example cases I could test for health claim posts.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-11T10:31:00
AI_core_L79_10_045_07_05,core_L79_10_045_07_05,L79_10_045,C79_10,S_C79_10_07,7-9,student_optional,Give feedback on this idea for health claim posts and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-18T12:19:00
AI_core_L79_10_046_01_01,core_L79_10_046_01_01,L79_10_046,C79_10,S_C79_10_01,7-9,student_optional,Give me 3 starting ideas for rumor spread in group chats for a club members in a student media channels.,generic_support,suggested starter ideas,I kept one part and changed the rest with my own words/work.,complete,True,2026-04-06T10:14:00
AI_core_L79_10_047_07_05,core_L79_10_047_07_05,L79_10_047,C79_10,S_C79_10_07,7-9,student_supervised,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-18T13:17:00
AI_core_L79_10_048_02_01,core_L79_10_048_02_01,L79_10_048,C79_10,S_C79_10_02,7-9,student_optional,Give me 3 starting ideas for headline credibility for a students in a school news feed.,generic_support,suggested starter ideas,I kept one part and changed the rest with my own words/work.,complete,True,2026-04-13T13:27:00
AI_core_L79_10_048_03_02,core_L79_10_048_03_02,L79_10_048,C79_10,S_C79_10_03,7-9,student_supervised,Give feedback on this idea for headline credibility and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-04-20T12:24:00
AI_core_L79_10_048_04_03,core_L79_10_048_04_03,L79_10_048,C79_10,S_C79_10_04,7-9,student_optional,Give me 3 starting ideas for headline credibility for a students in a school news feed.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-27T09:01:00
AI_core_L79_10_048_08_05,core_L79_10_048_08_05,L79_10_048,C79_10,S_C79_10_08,7-9,student_supervised,Give me 3 starting ideas for headline credibility for a students in a school news feed.,generic_support,suggested starter ideas,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-25T11:02:00
AI_core_L79_10_049_05_03,core_L79_10_049_05_03,L79_10_049,C79_10,S_C79_10_05,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-04T12:04:00
AI_core_L79_10_049_08_05,core_L79_10_049_08_05,L79_10_049,C79_10,S_C79_10_08,7-9,student_supervised,Give a few example cases I could test for headline credibility.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-25T12:29:00
AI_core_L79_10_050_02_01,core_L79_10_050_02_01,L79_10_050,C79_10,S_C79_10_02,7-9,student_optional,Give feedback on this idea for headline credibility and tell me one thing to improve.,feedback,pointed out one weak part to improve,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-04-13T09:40:00
AI_core_L79_10_050_03_02,core_L79_10_050_03_02,L79_10_050,C79_10,S_C79_10_03,7-9,student_supervised,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-04-20T11:49:00
AI_core_L79_10_050_04_03,core_L79_10_050_04_03,L79_10_050,C79_10,S_C79_10_04,7-9,student_optional,Give feedback on this idea for headline credibility and tell me one thing to improve.,feedback,pointed out one weak part to improve,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-04-27T14:17:00
AI_core_L79_10_050_06_05,core_L79_10_050_06_05,L79_10_050,C79_10,S_C79_10_06,7-9,student_optional,Give me 3 starting ideas for headline credibility for a students in a school news feed.,generic_support,suggested starter ideas,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-05-11T10:17:00
AI_core_L79_10_052_02_01,core_L79_10_052_02_01,L79_10_052,C79_10,S_C79_10_02,7-9,student_optional,Give a few example cases I could test for video clip context.,example_list,suggested additional test examples,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-04-13T13:37:00
AI_core_L79_10_052_06_03,core_L79_10_052_06_03,L79_10_052,C79_10,S_C79_10_06,7-9,student_optional,Give feedback on this idea for video clip context and tell me one thing to improve.,feedback,pointed out one weak part to improve,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-05-11T08:53:00
AI_core_L79_10_053_08_05,core_L79_10_053_08_05,L79_10_053,C79_10,S_C79_10_08,7-9,student_optional,Give feedback on this idea for edited photo evidence and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-05-25T14:02:00
AI_core_L79_10_055_03_02,core_L79_10_055_03_02,L79_10_055,C79_10,S_C79_10_03,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-20T12:59:00
AI_core_L79_10_055_04_03,core_L79_10_055_04_03,L79_10_055,C79_10,S_C79_10_04,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-27T08:17:00
AI_core_L79_10_056_03_02,core_L79_10_056_03_02,L79_10_056,C79_10,S_C79_10_03,7-9,student_optional,Give feedback on this idea for edited photo evidence and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-20T13:54:00
AI_core_L79_10_058_04_01,core_L79_10_058_04_01,L79_10_058,C79_10,S_C79_10_04,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept one part and changed the rest with my own words/work.,partial,True,2026-04-27T12:40:00
AI_core_L79_10_058_07_04,core_L79_10_058_07_04,L79_10_058,C79_10,S_C79_10_07,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-18T11:13:00
AI_core_L79_10_059_05_04,core_L79_10_059_05_04,L79_10_059,C79_10,S_C79_10_05,7-9,student_supervised,Give feedback on this idea for headline credibility and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-04T10:24:00
AI_core_L79_11_001_06_04,core_L79_11_001_06_04,L79_11_001,C79_11,S_C79_11_06,7-9,student_optional,Give feedback on this idea for health claim posts and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-18T11:05:00
AI_core_L79_11_001_07_05,core_L79_11_001_07_05,L79_11_001,C79_11,S_C79_11_07,7-9,student_supervised,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-25T12:48:00
AI_core_L79_11_002_05_03,core_L79_11_002_05_03,L79_11_002,C79_11,S_C79_11_05,7-9,student_optional,Give a few example cases I could test for video clip context.,example_list,suggested additional test examples,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-05-11T13:04:00
AI_core_L79_11_003_06_04,core_L79_11_003_06_04,L79_11_003,C79_11,S_C79_11_06,7-9,student_supervised,Give feedback on this idea for AI-generated article summaries and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-18T11:06:00
AI_core_L79_11_003_07_05,core_L79_11_003_07_05,L79_11_003,C79_11,S_C79_11_07,7-9,student_optional,Give a few example cases I could test for AI-generated article summaries.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-25T14:16:00
AI_core_L79_11_004_06_04,core_L79_11_004_06_04,L79_11_004,C79_11,S_C79_11_06,7-9,student_optional,Give feedback on this idea for rumor spread in group chats and tell me one thing to improve.,feedback,pointed out one weak part to improve,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-05-18T14:42:00
AI_core_L79_11_004_08_05,core_L79_11_004_08_05,L79_11_004,C79_11,S_C79_11_08,7-9,student_supervised,Give feedback on this idea for rumor spread in group chats and tell me one thing to improve.,feedback,pointed out one weak part to improve,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-06-01T10:04:00
AI_core_L79_11_005_04_04,core_L79_11_005_04_04,L79_11_005,C79_11,S_C79_11_04,7-9,student_optional,Give feedback on this idea for edited photo evidence and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-05-04T13:50:00
AI_core_L79_11_007_03_02,core_L79_11_007_03_02,L79_11_007,C79_11,S_C79_11_03,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-27T14:27:00
AI_core_L79_11_007_06_04,core_L79_11_007_06_04,L79_11_007,C79_11,S_C79_11_06,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-18T12:40:00
AI_core_L79_11_008_03_02,core_L79_11_008_03_02,L79_11_008,C79_11,S_C79_11_03,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-27T14:10:00
AI_core_L79_11_009_04_02,core_L79_11_009_04_02,L79_11_009,C79_11,S_C79_11_04,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-04T08:17:00
AI_core_L79_11_011_03_02,core_L79_11_011_03_02,L79_11_011,C79_11,S_C79_11_03,7-9,student_optional,Give feedback on this idea for AI-generated article summaries and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-04-27T13:58:00
AI_core_L79_11_012_05_03,core_L79_11_012_05_03,L79_11_012,C79_11,S_C79_11_05,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-11T09:40:00
AI_core_L79_11_012_07_05,core_L79_11_012_07_05,L79_11_012,C79_11,S_C79_11_07,7-9,student_optional,Give me 3 starting ideas for video clip context for a teachers in a class discussion.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-25T08:29:00
AI_core_L79_11_014_02_01,core_L79_11_014_02_01,L79_11_014,C79_11,S_C79_11_02,7-9,student_supervised,Give me 3 starting ideas for health claim posts for a families in a community forum.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,partial,False,2026-04-20T14:12:00
AI_core_L79_11_016_01_01,core_L79_11_016_01_01,L79_11_016,C79_11,S_C79_11_01,7-9,student_supervised,Give feedback on this idea for health claim posts and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-13T13:18:00
AI_core_L79_11_016_03_03,core_L79_11_016_03_03,L79_11_016,C79_11,S_C79_11_03,7-9,student_optional,Give feedback on this idea for health claim posts and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-27T09:48:00
AI_core_L79_11_017_02_01,core_L79_11_017_02_01,L79_11_017,C79_11,S_C79_11_02,7-9,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-20T12:04:00
AI_core_L79_11_017_06_04,core_L79_11_017_06_04,L79_11_017,C79_11,S_C79_11_06,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-18T13:04:00
AI_core_L79_11_017_07_05,core_L79_11_017_07_05,L79_11_017,C79_11,S_C79_11_07,7-9,student_optional,Give a few example cases I could test for rumor spread in group chats.,example_list,suggested additional test examples,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-25T13:53:00
AI_core_L79_11_018_05_03,core_L79_11_018_05_03,L79_11_018,C79_11,S_C79_11_05,7-9,student_supervised,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-11T14:16:00
AI_core_L79_11_019_03_02,core_L79_11_019_03_02,L79_11_019,C79_11,S_C79_11_03,7-9,student_supervised,Give a few example cases I could test for AI-generated article summaries.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-27T13:39:00
AI_core_L79_11_020_02_02,core_L79_11_020_02_02,L79_11_020,C79_11,S_C79_11_02,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept one part and changed the rest with my own words/work.,complete,True,2026-04-20T07:56:00
AI_core_L79_11_021_04_03,core_L79_11_021_04_03,L79_11_021,C79_11,S_C79_11_04,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-04T13:24:00
AI_core_L79_11_022_01_01,core_L79_11_022_01_01,L79_11_022,C79_11,S_C79_11_01,7-9,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-13T12:32:00
AI_core_L79_11_022_05_04,core_L79_11_022_05_04,L79_11_022,C79_11,S_C79_11_05,7-9,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-05-11T09:32:00
AI_core_L79_11_024_06_04,core_L79_11_024_06_04,L79_11_024,C79_11,S_C79_11_06,7-9,student_supervised,Give me 3 starting ideas for headline credibility for a students in a school news feed.,generic_support,suggested starter ideas,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-18T08:59:00
AI_core_L79_11_024_08_05,core_L79_11_024_08_05,L79_11_024,C79_11,S_C79_11_08,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-06-01T13:15:00
AI_core_L79_11_025_02_01,core_L79_11_025_02_01,L79_11_025,C79_11,S_C79_11_02,7-9,student_optional,Give me 3 starting ideas for image authenticity for a families in a community social posts.,generic_support,suggested starter ideas,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-20T08:08:00
AI_core_L79_11_025_03_02,core_L79_11_025_03_02,L79_11_025,C79_11,S_C79_11_03,7-9,student_optional,Give me 3 starting ideas for image authenticity for a families in a community social posts.,generic_support,suggested starter ideas,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-27T09:35:00
AI_core_L79_11_025_04_03,core_L79_11_025_04_03,L79_11_025,C79_11,S_C79_11_04,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-04T10:22:00
AI_core_L79_11_025_05_04,core_L79_11_025_05_04,L79_11_025,C79_11,S_C79_11_05,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-05-11T13:27:00
AI_core_L79_11_026_07_04,core_L79_11_026_07_04,L79_11_026,C79_11,S_C79_11_07,7-9,student_optional,Give a few example cases I could test for rumor spread in group chats.,example_list,suggested additional test examples,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-25T08:00:00
AI_core_L79_11_027_02_01,core_L79_11_027_02_01,L79_11_027,C79_11,S_C79_11_02,7-9,student_supervised,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-20T10:03:00
AI_core_L79_11_027_03_02,core_L79_11_027_03_02,L79_11_027,C79_11,S_C79_11_03,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-04-27T14:06:00
AI_core_L79_11_027_04_03,core_L79_11_027_04_03,L79_11_027,C79_11,S_C79_11_04,7-9,student_supervised,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept the useful idea and changed it to match our own evidence and task.,partial,False,2026-05-04T12:13:00
AI_core_L79_11_028_07_05,core_L79_11_028_07_05,L79_11_028,C79_11,S_C79_11_07,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-05-25T09:33:00
AI_core_L79_11_030_01_01,core_L79_11_030_01_01,L79_11_030,C79_11,S_C79_11_01,7-9,student_supervised,Give a few example cases I could test for edited photo evidence.,example_list,suggested additional test examples,I kept one part and changed the rest with my own words/work.,complete,True,2026-04-13T11:46:00
AI_core_L79_11_032_04_02,core_L79_11_032_04_02,L79_11_032,C79_11,S_C79_11_04,7-9,student_supervised,Give feedback on this idea for video clip context and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept one part and changed the rest with my own words/work.,complete,True,2026-05-04T08:11:00
AI_core_L79_11_033_05_02,core_L79_11_033_05_02,L79_11_033,C79_11,S_C79_11_05,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-05-11T13:48:00
AI_core_L79_11_033_06_03,core_L79_11_033_06_03,L79_11_033,C79_11,S_C79_11_06,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-18T12:54:00
AI_core_L79_11_033_07_04,core_L79_11_033_07_04,L79_11_033,C79_11,S_C79_11_07,7-9,student_optional,"My design/checklist is not working on one case. Give a hint, not the full answer.",debug_hint,suggested one debugging step to try,"I used the suggestion as a prompt, then rewrote or rejected parts that did not fit our evidence, constraints, or ethics rules.",complete,True,2026-05-25T11:57:00
AI_core_L79_11_034_07_04,core_L79_11_034_07_04,L79_11_034,C79_11,S_C79_11_07,7-9,student_supervised,Give a few example cases I could test for video clip context.,example_list,suggested additional test examples,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-05-25T13:45:00
AI_core_L79_11_035_03_02,core_L79_11_035_03_02,L79_11_035,C79_11,S_C79_11_03,7-9,student_optional,Help me say this more clearly without changing the meaning.,wording_help,suggested a clearer sentence structure,I kept the useful idea and changed it to match our own evidence and task.,partial,True,2026-04-27T10:30:00
AI_core_L79_11_037_01_01,core_L79_11_037_01_01,L79_11_037,C79_11,S_C79_11_01,7-9,student_optional,Give feedback on this idea for image authenticity and tell me one thing to improve.,feedback,pointed out one weak part to improve,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-13T14:38:00
AI_core_L79_11_037_03_02,core_L79_11_037_03_02,L79_11_037,C79_11,S_C79_11_03,7-9,student_optional,Give me 3 starting ideas for image authenticity for a families in a community social posts.,generic_support,suggested starter ideas,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-27T13:23:00
AI_core_L79_11_037_05_04,core_L79_11_037_05_04,L79_11_037,C79_11,S_C79_11_05,7-9,student_optional,Give feedback on this idea for image authenticity and tell me one thing to improve.,feedback,pointed out one weak part to improve,I kept the useful idea and changed it to match our own evidence and task.,complete,True,2026-05-11T09:06:00
AI_core_L79_11_038_01_01,core_L79_11_038_01_01,L79_11_038,C79_11,S_C79_11_01,7-9,student_optional,"Help me organize my notes into problem, evidence, and next step.",wording_help,suggested a clearer structure for notes,I checked the suggestion against our own notes/tests and only kept the part that matched the evidence.,complete,True,2026-04-13T11:44:00
