feedback_id,record_id,learner_id,cohort_id,session_id,feedback_focus,peer_feedback,revision_requested,feedback_ts
PF_core_L46_10_015_03_03,core_L46_10_015_03_03,L46_10_015,C46_10,S_C46_10_03,revision,Explain why that revision came before the others.,False,2026-04-20T12:05:00
PF_core_L46_10_015_08_05,core_L46_10_015_08_05,L46_10_015,C46_10,S_C46_10_08,clarity,The claim is strong; name the boundary condition sooner.,False,2026-05-25T12:47:00
PF_core_L46_10_016_01_01,core_L46_10_016_01_01,L46_10_016,C46_10,S_C46_10_01,evidence,Strong reasoning—tighten the link between evidence and uncertainty.,True,2026-04-06T13:50:00
PF_core_L46_10_016_02_02,core_L46_10_016_02_02,L46_10_016,C46_10,S_C46_10_02,evidence,Strong reasoning—tighten the link between evidence and uncertainty.,True,2026-04-13T14:43:00
PF_core_L46_10_016_06_04,core_L46_10_016_06_04,L46_10_016,C46_10,S_C46_10_06,revision,The claim is strong; name the boundary condition sooner.,True,2026-05-11T11:46:00
PF_core_L46_10_017_01_01,core_L46_10_017_01_01,L46_10_017,C46_10,S_C46_10_01,clarity,Point to the evidence behind that claim.,False,2026-04-06T09:07:00
PF_core_L46_10_017_03_02,core_L46_10_017_03_02,L46_10_017,C46_10,S_C46_10_03,evidence,Point to the evidence behind that claim.,False,2026-04-20T13:27:00
PF_core_L46_10_017_05_03,core_L46_10_017_05_03,L46_10_017,C46_10,S_C46_10_05,safety,Show which part changed after feedback.,True,2026-05-04T14:23:00
PF_core_L46_10_017_08_05,core_L46_10_017_08_05,L46_10_017,C46_10,S_C46_10_08,safety,Your idea is clear; add the strongest evidence first.,False,2026-05-25T12:07:00
PF_core_L46_10_018_01_01,core_L46_10_018_01_01,L46_10_018,C46_10,S_C46_10_01,evidence,Explain one step more clearly.,False,2026-04-06T09:56:00
PF_core_L46_10_018_02_02,core_L46_10_018_02_02,L46_10_018,C46_10,S_C46_10_02,safety,Show the limitation earlier so the claim feels more honest.,False,2026-04-13T11:15:00
PF_core_L46_10_018_04_03,core_L46_10_018_04_03,L46_10_018,C46_10,S_C46_10_04,clarity,Show the limitation earlier so the claim feels more honest.,False,2026-04-27T13:25:00
PF_core_L46_10_018_06_04,core_L46_10_018_06_04,L46_10_018,C46_10,S_C46_10_06,evidence,Show the limitation earlier so the claim feels more honest.,False,2026-05-11T10:39:00
PF_core_L46_10_019_02_01,core_L46_10_019_02_01,L46_10_019,C46_10,S_C46_10_02,clarity,Explain one step more clearly.,False,2026-04-13T08:24:00
PF_core_L46_10_019_03_02,core_L46_10_019_03_02,L46_10_019,C46_10,S_C46_10_03,limitations,Show which part changed after feedback.,True,2026-04-20T09:16:00
PF_core_L46_10_019_04_03,core_L46_10_019_04_03,L46_10_019,C46_10,S_C46_10_04,evidence,Explain one step more clearly.,False,2026-04-27T13:13:00
PF_core_L46_10_019_06_04,core_L46_10_019_06_04,L46_10_019,C46_10,S_C46_10_06,safety,Show which part changed after feedback.,True,2026-05-11T13:56:00
PF_core_L46_10_020_03_02,core_L46_10_020_03_02,L46_10_020,C46_10,S_C46_10_03,clarity,Show the limitation earlier so the claim feels more honest.,False,2026-04-20T15:04:00
PF_core_L46_10_020_05_03,core_L46_10_020_05_03,L46_10_020,C46_10,S_C46_10_05,limitations,Show the limitation earlier so the claim feels more honest.,False,2026-05-04T10:59:00
PF_core_L46_10_020_07_04,core_L46_10_020_07_04,L46_10_020,C46_10,S_C46_10_07,safety,Explain why that revision came before the others.,False,2026-05-18T13:40:00
PF_core_L46_10_021_01_01,core_L46_10_021_01_01,L46_10_021,C46_10,S_C46_10_01,user_focus,Show the evidence you used.,True,2026-04-06T11:55:00
PF_core_L46_10_021_05_04,core_L46_10_021_05_04,L46_10_021,C46_10,S_C46_10_05,limitations,Point to the evidence behind that claim.,False,2026-05-04T14:41:00
PF_core_L46_10_021_08_05,core_L46_10_021_08_05,L46_10_021,C46_10,S_C46_10_08,user_focus,Explain one step more clearly.,False,2026-05-25T11:02:00
PF_core_L46_10_022_01_01,core_L46_10_022_01_01,L46_10_022,C46_10,S_C46_10_01,safety,Show which part changed after feedback.,True,2026-04-06T11:58:00
PF_core_L46_10_022_04_03,core_L46_10_022_04_03,L46_10_022,C46_10,S_C46_10_04,clarity,Explain one step more clearly.,False,2026-04-27T08:23:00
PF_core_L46_10_022_07_04,core_L46_10_022_07_04,L46_10_022,C46_10,S_C46_10_07,revision,Explain one step more clearly.,False,2026-05-18T09:26:00
PF_core_L46_10_022_08_05,core_L46_10_022_08_05,L46_10_022,C46_10,S_C46_10_08,evidence,Explain one step more clearly.,False,2026-05-25T12:05:00
PF_core_L46_10_023_03_02,core_L46_10_023_03_02,L46_10_023,C46_10,S_C46_10_03,evidence,Show the limitation earlier so the claim feels more honest.,False,2026-04-20T13:20:00
PF_core_L46_10_023_06_04,core_L46_10_023_06_04,L46_10_023,C46_10,S_C46_10_06,clarity,Explain why that revision came before the others.,False,2026-05-11T08:16:00
PF_core_L46_10_023_07_05,core_L46_10_023_07_05,L46_10_023,C46_10,S_C46_10_07,evidence,Explain why that revision came before the others.,False,2026-05-18T13:50:00
PF_core_L46_10_024_01_01,core_L46_10_024_01_01,L46_10_024,C46_10,S_C46_10_01,revision,The claim is strong; name the boundary condition sooner.,False,2026-04-06T11:11:00
PF_core_L46_10_024_02_02,core_L46_10_024_02_02,L46_10_024,C46_10,S_C46_10_02,user_focus,Strong reasoning—tighten the link between evidence and uncertainty.,False,2026-04-13T08:12:00
PF_core_L46_10_024_05_04,core_L46_10_024_05_04,L46_10_024,C46_10,S_C46_10_05,limitations,The claim is strong; name the boundary condition sooner.,False,2026-05-04T13:59:00
PF_core_L46_10_024_06_05,core_L46_10_024_06_05,L46_10_024,C46_10,S_C46_10_06,limitations,The claim is strong; name the boundary condition sooner.,False,2026-05-11T11:23:00
PF_core_L46_10_025_03_01,core_L46_10_025_03_01,L46_10_025,C46_10,S_C46_10_03,revision,Explain why that revision came before the others.,False,2026-04-20T08:40:00
PF_core_L46_10_025_04_02,core_L46_10_025_04_02,L46_10_025,C46_10,S_C46_10_04,safety,Show the limitation earlier so the claim feels more honest.,False,2026-04-27T11:57:00
PF_core_L46_10_025_07_05,core_L46_10_025_07_05,L46_10_025,C46_10,S_C46_10_07,clarity,Your idea is clear; add the strongest evidence first.,False,2026-05-18T09:01:00
PF_core_L46_10_026_01_01,core_L46_10_026_01_01,L46_10_026,C46_10,S_C46_10_01,limitations,Your idea is clear; add the strongest evidence first.,False,2026-04-06T13:59:00
PF_core_L46_10_026_02_02,core_L46_10_026_02_02,L46_10_026,C46_10,S_C46_10_02,clarity,Your idea is clear; add the strongest evidence first.,False,2026-04-13T13:59:00
PF_core_L46_10_026_07_04,core_L46_10_026_07_04,L46_10_026,C46_10,S_C46_10_07,evidence,The claim is strong; name the boundary condition sooner.,False,2026-05-18T09:37:00
PF_core_L46_10_027_03_01,core_L46_10_027_03_01,L46_10_027,C46_10,S_C46_10_03,safety,Explain why that revision came before the others.,False,2026-04-20T09:01:00
PF_core_L46_10_027_05_03,core_L46_10_027_05_03,L46_10_027,C46_10,S_C46_10_05,safety,Keep the evidence hierarchy clear so the audience sees why this decision came next.,False,2026-05-04T12:58:00
PF_core_L46_10_027_06_04,core_L46_10_027_06_04,L46_10_027,C46_10,S_C46_10_06,safety,The claim is strong; name the boundary condition sooner.,False,2026-05-11T09:59:00
PF_core_L46_10_027_08_05,core_L46_10_027_08_05,L46_10_027,C46_10,S_C46_10_08,revision,The claim is strong; name the boundary condition sooner.,False,2026-05-25T09:35:00
PF_core_L46_10_028_02_01,core_L46_10_028_02_01,L46_10_028,C46_10,S_C46_10_02,evidence,Show which part changed after feedback.,True,2026-04-13T12:54:00
PF_core_L46_10_028_07_04,core_L46_10_028_07_04,L46_10_028,C46_10,S_C46_10_07,revision,Your idea is clear; add the strongest evidence first.,False,2026-05-18T12:53:00
PF_core_L46_10_029_02_01,core_L46_10_029_02_01,L46_10_029,C46_10,S_C46_10_02,evidence,Point to the evidence behind that claim.,False,2026-04-13T14:05:00
PF_core_L46_10_029_04_02,core_L46_10_029_04_02,L46_10_029,C46_10,S_C46_10_04,safety,Point to the evidence behind that claim.,False,2026-04-27T11:02:00
PF_core_L46_10_029_06_03,core_L46_10_029_06_03,L46_10_029,C46_10,S_C46_10_06,revision,Show which part changed after feedback.,True,2026-05-11T09:07:00
PF_core_L46_10_029_07_04,core_L46_10_029_07_04,L46_10_029,C46_10,S_C46_10_07,safety,Point to the evidence behind that claim.,False,2026-05-18T10:34:00
PF_core_L46_10_029_08_05,core_L46_10_029_08_05,L46_10_029,C46_10,S_C46_10_08,user_focus,Show the limitation earlier so the claim feels more honest.,False,2026-05-25T11:36:00
PF_core_L46_10_030_01_01,core_L46_10_030_01_01,L46_10_030,C46_10,S_C46_10_01,evidence,Show which part changed after feedback.,True,2026-04-06T13:47:00
PF_core_L46_10_030_02_02,core_L46_10_030_02_02,L46_10_030,C46_10,S_C46_10_02,revision,Explain one step more clearly.,False,2026-04-13T15:00:00
PF_core_L46_10_030_03_03,core_L46_10_030_03_03,L46_10_030,C46_10,S_C46_10_03,limitations,Show which part changed after feedback.,True,2026-04-20T09:18:00
PF_core_L46_10_031_02_01,core_L46_10_031_02_01,L46_10_031,C46_10,S_C46_10_02,user_focus,Show which part changed after feedback.,True,2026-04-13T11:34:00
PF_core_L46_10_031_03_02,core_L46_10_031_03_02,L46_10_031,C46_10,S_C46_10_03,revision,Point to the evidence behind that claim.,False,2026-04-20T08:05:00
PF_core_L46_10_031_04_03,core_L46_10_031_04_03,L46_10_031,C46_10,S_C46_10_04,clarity,Point to the evidence behind that claim.,False,2026-04-27T11:47:00
PF_core_L46_10_031_05_04,core_L46_10_031_05_04,L46_10_031,C46_10,S_C46_10_05,revision,Point to the evidence behind that claim.,False,2026-05-04T09:13:00
PF_core_L46_10_031_07_05,core_L46_10_031_07_05,L46_10_031,C46_10,S_C46_10_07,evidence,Your idea is clear; add the strongest evidence first.,False,2026-05-18T10:31:00
PF_core_L46_10_032_02_01,core_L46_10_032_02_01,L46_10_032,C46_10,S_C46_10_02,user_focus,Explain one step more clearly.,False,2026-04-13T13:41:00
PF_core_L46_10_032_03_02,core_L46_10_032_03_02,L46_10_032,C46_10,S_C46_10_03,evidence,Show which part changed after feedback.,True,2026-04-20T11:33:00
PF_core_L46_10_032_07_04,core_L46_10_032_07_04,L46_10_032,C46_10,S_C46_10_07,safety,Explain one step more clearly.,False,2026-05-18T09:57:00
PF_core_L46_10_033_01_01,core_L46_10_033_01_01,L46_10_033,C46_10,S_C46_10_01,evidence,Show the limitation earlier so the claim feels more honest.,True,2026-04-06T14:09:00
PF_core_L46_10_033_06_03,core_L46_10_033_06_03,L46_10_033,C46_10,S_C46_10_06,evidence,Keep the evidence hierarchy clear so the audience sees why this decision came next.,True,2026-05-11T08:19:00
PF_core_L46_10_033_07_04,core_L46_10_033_07_04,L46_10_033,C46_10,S_C46_10_07,clarity,Show the limitation earlier so the claim feels more honest.,True,2026-05-18T11:14:00
PF_core_L46_10_033_08_05,core_L46_10_033_08_05,L46_10_033,C46_10,S_C46_10_08,evidence,The claim is strong; name the boundary condition sooner.,True,2026-05-25T14:31:00
PF_core_L46_10_034_03_01,core_L46_10_034_03_01,L46_10_034,C46_10,S_C46_10_03,evidence,Keep the evidence hierarchy clear so the audience sees why this decision came next.,False,2026-04-20T13:07:00
PF_core_L46_10_034_05_03,core_L46_10_034_05_03,L46_10_034,C46_10,S_C46_10_05,safety,Keep the evidence hierarchy clear so the audience sees why this decision came next.,False,2026-05-04T10:10:00
PF_core_L46_10_034_07_04,core_L46_10_034_07_04,L46_10_034,C46_10,S_C46_10_07,evidence,Keep the evidence hierarchy clear so the audience sees why this decision came next.,False,2026-05-18T12:08:00
PF_core_L46_10_034_08_05,core_L46_10_034_08_05,L46_10_034,C46_10,S_C46_10_08,revision,Strong reasoning—tighten the link between evidence and uncertainty.,False,2026-05-25T14:00:00
PF_core_L46_10_035_03_02,core_L46_10_035_03_02,L46_10_035,C46_10,S_C46_10_03,evidence,Show the limitation earlier so the claim feels more honest.,False,2026-04-20T13:55:00
PF_core_L46_10_035_05_03,core_L46_10_035_05_03,L46_10_035,C46_10,S_C46_10_05,revision,Show the limitation earlier so the claim feels more honest.,False,2026-05-04T09:08:00
PF_core_L46_10_035_06_04,core_L46_10_035_06_04,L46_10_035,C46_10,S_C46_10_06,user_focus,Strong reasoning—tighten the link between evidence and uncertainty.,False,2026-05-11T09:53:00
PF_core_L46_10_035_07_05,core_L46_10_035_07_05,L46_10_035,C46_10,S_C46_10_07,user_focus,Explain why that revision came before the others.,False,2026-05-18T09:19:00
PF_core_L46_10_036_03_01,core_L46_10_036_03_01,L46_10_036,C46_10,S_C46_10_03,limitations,Explain why that revision came before the others.,False,2026-04-20T14:21:00
PF_core_L46_10_036_05_02,core_L46_10_036_05_02,L46_10_036,C46_10,S_C46_10_05,clarity,Point to the evidence behind that claim.,False,2026-05-04T12:07:00
PF_core_L46_10_036_06_03,core_L46_10_036_06_03,L46_10_036,C46_10,S_C46_10_06,user_focus,Your idea is clear; add the strongest evidence first.,False,2026-05-11T10:59:00
PF_core_L46_10_036_07_04,core_L46_10_036_07_04,L46_10_036,C46_10,S_C46_10_07,safety,Show the limitation earlier so the claim feels more honest.,False,2026-05-18T11:04:00
PF_core_L46_10_037_01_01,core_L46_10_037_01_01,L46_10_037,C46_10,S_C46_10_01,user_focus,Make one part clearer.,True,2026-04-06T08:51:00
PF_core_L46_10_037_04_04,core_L46_10_037_04_04,L46_10_037,C46_10,S_C46_10_04,safety,Point to the evidence behind that claim.,False,2026-04-27T09:38:00
PF_core_L46_10_038_01_01,core_L46_10_038_01_01,L46_10_038,C46_10,S_C46_10_01,clarity,Show which part changed after feedback.,True,2026-04-06T09:02:00
PF_core_L46_10_038_02_02,core_L46_10_038_02_02,L46_10_038,C46_10,S_C46_10_02,safety,Show which part changed after feedback.,True,2026-04-13T13:31:00
PF_core_L46_10_038_07_04,core_L46_10_038_07_04,L46_10_038,C46_10,S_C46_10_07,evidence,Your idea is clear; add the strongest evidence first.,True,2026-05-18T14:05:00
PF_core_L46_10_039_01_01,core_L46_10_039_01_01,L46_10_039,C46_10,S_C46_10_01,revision,Strong reasoning—tighten the link between evidence and uncertainty.,False,2026-04-06T14:43:00
PF_core_L46_10_039_06_04,core_L46_10_039_06_04,L46_10_039,C46_10,S_C46_10_06,user_focus,Strong reasoning—tighten the link between evidence and uncertainty.,False,2026-05-11T08:41:00
PF_core_L46_10_040_01_01,core_L46_10_040_01_01,L46_10_040,C46_10,S_C46_10_01,revision,Show the evidence you used.,True,2026-04-06T13:13:00
PF_core_L46_10_040_02_02,core_L46_10_040_02_02,L46_10_040,C46_10,S_C46_10_02,safety,Point to the evidence behind that claim.,False,2026-04-13T13:13:00
PF_core_L46_10_040_04_03,core_L46_10_040_04_03,L46_10_040,C46_10,S_C46_10_04,revision,Point to the evidence behind that claim.,False,2026-04-27T10:13:00
PF_core_L46_10_041_02_02,core_L46_10_041_02_02,L46_10_041,C46_10,S_C46_10_02,user_focus,Your idea is clear; add the strongest evidence first.,False,2026-04-13T08:16:00
PF_core_L46_10_041_04_03,core_L46_10_041_04_03,L46_10_041,C46_10,S_C46_10_04,safety,Your idea is clear; add the strongest evidence first.,False,2026-04-27T12:13:00
PF_core_L46_10_041_08_05,core_L46_10_041_08_05,L46_10_041,C46_10,S_C46_10_08,revision,Explain why that revision came before the others.,False,2026-05-25T13:30:00
PF_core_L46_10_042_01_01,core_L46_10_042_01_01,L46_10_042,C46_10,S_C46_10_01,safety,Make one part clearer.,True,2026-04-06T12:15:00
PF_core_L46_10_042_02_02,core_L46_10_042_02_02,L46_10_042,C46_10,S_C46_10_02,user_focus,Point to the evidence behind that claim.,False,2026-04-13T12:24:00
PF_core_L46_10_042_03_03,core_L46_10_042_03_03,L46_10_042,C46_10,S_C46_10_03,safety,Point to the evidence behind that claim.,False,2026-04-20T08:36:00
PF_core_L46_10_042_05_04,core_L46_10_042_05_04,L46_10_042,C46_10,S_C46_10_05,limitations,Point to the evidence behind that claim.,False,2026-05-04T10:22:00
PF_core_L46_10_043_02_01,core_L46_10_043_02_01,L46_10_043,C46_10,S_C46_10_02,revision,Explain why that revision came before the others.,False,2026-04-13T09:16:00
PF_core_L46_10_043_04_02,core_L46_10_043_04_02,L46_10_043,C46_10,S_C46_10_04,safety,Explain why that revision came before the others.,False,2026-04-27T08:31:00
PF_core_L46_10_043_06_03,core_L46_10_043_06_03,L46_10_043,C46_10,S_C46_10_06,limitations,Show the limitation earlier so the claim feels more honest.,False,2026-05-11T11:38:00
PF_core_L46_10_043_07_04,core_L46_10_043_07_04,L46_10_043,C46_10,S_C46_10_07,user_focus,Keep the evidence hierarchy clear so the audience sees why this decision came next.,False,2026-05-18T10:27:00
PF_core_L46_10_043_08_05,core_L46_10_043_08_05,L46_10_043,C46_10,S_C46_10_08,user_focus,Strong reasoning—tighten the link between evidence and uncertainty.,False,2026-05-25T12:32:00
PF_core_L46_10_044_01_01,core_L46_10_044_01_01,L46_10_044,C46_10,S_C46_10_01,clarity,Keep the evidence hierarchy clear so the audience sees why this decision came next.,True,2026-04-06T13:25:00
PF_core_L46_10_044_02_02,core_L46_10_044_02_02,L46_10_044,C46_10,S_C46_10_02,evidence,Strong reasoning—tighten the link between evidence and uncertainty.,True,2026-04-13T13:20:00
PF_core_L46_10_044_04_03,core_L46_10_044_04_03,L46_10_044,C46_10,S_C46_10_04,safety,Strong reasoning—tighten the link between evidence and uncertainty.,True,2026-04-27T12:47:00
PF_core_L46_10_044_06_04,core_L46_10_044_06_04,L46_10_044,C46_10,S_C46_10_06,user_focus,Strong reasoning—tighten the link between evidence and uncertainty.,True,2026-05-11T14:44:00
PF_core_L46_10_045_06_03,core_L46_10_045_06_03,L46_10_045,C46_10,S_C46_10_06,revision,Explain one step more clearly.,True,2026-05-11T14:32:00
PF_core_L46_10_045_07_04,core_L46_10_045_07_04,L46_10_045,C46_10,S_C46_10_07,user_focus,Point to the evidence behind that claim.,False,2026-05-18T09:34:00
PF_core_L46_10_045_08_05,core_L46_10_045_08_05,L46_10_045,C46_10,S_C46_10_08,safety,Your idea is clear; add the strongest evidence first.,False,2026-05-25T12:37:00
PF_core_L46_10_046_01_01,core_L46_10_046_01_01,L46_10_046,C46_10,S_C46_10_01,revision,Point to the evidence behind that claim.,False,2026-04-06T12:13:00
PF_core_L46_10_046_03_02,core_L46_10_046_03_02,L46_10_046,C46_10,S_C46_10_03,user_focus,Explain one step more clearly.,False,2026-04-20T09:29:00
PF_core_L46_10_046_05_04,core_L46_10_046_05_04,L46_10_046,C46_10,S_C46_10_05,evidence,Show the limitation earlier so the claim feels more honest.,False,2026-05-04T12:28:00
PF_core_L46_10_046_06_05,core_L46_10_046_06_05,L46_10_046,C46_10,S_C46_10_06,revision,Your idea is clear; add the strongest evidence first.,False,2026-05-11T10:14:00
PF_core_L46_10_047_03_01,core_L46_10_047_03_01,L46_10_047,C46_10,S_C46_10_03,evidence,Keep the evidence hierarchy clear so the audience sees why this decision came next.,False,2026-04-20T13:16:00
PF_core_L46_10_047_06_03,core_L46_10_047_06_03,L46_10_047,C46_10,S_C46_10_06,revision,The claim is strong; name the boundary condition sooner.,False,2026-05-11T09:02:00
PF_core_L46_10_047_07_04,core_L46_10_047_07_04,L46_10_047,C46_10,S_C46_10_07,user_focus,Keep the evidence hierarchy clear so the audience sees why this decision came next.,False,2026-05-18T08:41:00
PF_core_L46_10_047_08_05,core_L46_10_047_08_05,L46_10_047,C46_10,S_C46_10_08,user_focus,Keep the evidence hierarchy clear so the audience sees why this decision came next.,False,2026-05-25T14:18:00
PF_core_L46_10_048_01_01,core_L46_10_048_01_01,L46_10_048,C46_10,S_C46_10_01,clarity,Show which part changed after feedback.,True,2026-04-06T09:50:00
PF_core_L46_10_048_05_03,core_L46_10_048_05_03,L46_10_048,C46_10,S_C46_10_05,evidence,Explain why that revision came before the others.,False,2026-05-04T12:33:00
PF_core_L46_10_048_06_04,core_L46_10_048_06_04,L46_10_048,C46_10,S_C46_10_06,evidence,Your idea is clear; add the strongest evidence first.,False,2026-05-11T12:21:00
PF_core_L46_10_049_01_01,core_L46_10_049_01_01,L46_10_049,C46_10,S_C46_10_01,user_focus,Keep the evidence hierarchy clear so the audience sees why this decision came next.,False,2026-04-06T14:15:00
PF_core_L46_10_049_07_04,core_L46_10_049_07_04,L46_10_049,C46_10,S_C46_10_07,revision,The claim is strong; name the boundary condition sooner.,False,2026-05-18T12:16:00
PF_core_L46_10_049_08_05,core_L46_10_049_08_05,L46_10_049,C46_10,S_C46_10_08,clarity,Strong reasoning—tighten the link between evidence and uncertainty.,False,2026-05-25T14:07:00
PF_core_L46_10_050_02_01,core_L46_10_050_02_01,L46_10_050,C46_10,S_C46_10_02,revision,Show which part changed after feedback.,True,2026-04-13T12:48:00
PF_core_L46_10_050_07_04,core_L46_10_050_07_04,L46_10_050,C46_10,S_C46_10_07,limitations,Explain one step more clearly.,False,2026-05-18T08:34:00
PF_core_L46_10_050_08_05,core_L46_10_050_08_05,L46_10_050,C46_10,S_C46_10_08,clarity,Show which part changed after feedback.,True,2026-05-25T11:51:00
PF_core_L46_10_051_01_01,core_L46_10_051_01_01,L46_10_051,C46_10,S_C46_10_01,limitations,Explain why that revision came before the others.,False,2026-04-06T08:26:00
PF_core_L46_10_051_02_02,core_L46_10_051_02_02,L46_10_051,C46_10,S_C46_10_02,limitations,Explain why that revision came before the others.,False,2026-04-13T13:45:00
PF_core_L46_10_051_04_03,core_L46_10_051_04_03,L46_10_051,C46_10,S_C46_10_04,evidence,Show the limitation earlier so the claim feels more honest.,False,2026-04-27T14:06:00
PF_core_L46_10_052_01_01,core_L46_10_052_01_01,L46_10_052,C46_10,S_C46_10_01,revision,Point to the evidence behind that claim.,False,2026-04-06T12:49:00
PF_core_L46_10_052_03_02,core_L46_10_052_03_02,L46_10_052,C46_10,S_C46_10_03,revision,Show which part changed after feedback.,True,2026-04-20T08:55:00
PF_core_L46_10_052_05_03,core_L46_10_052_05_03,L46_10_052,C46_10,S_C46_10_05,safety,Explain one step more clearly.,False,2026-05-04T13:51:00
PF_core_L46_10_052_06_04,core_L46_10_052_06_04,L46_10_052,C46_10,S_C46_10_06,limitations,Explain one step more clearly.,False,2026-05-11T12:02:00
PF_core_L46_10_053_03_02,core_L46_10_053_03_02,L46_10_053,C46_10,S_C46_10_03,safety,Show which part changed after feedback.,True,2026-04-20T13:19:00
PF_core_L46_10_053_04_03,core_L46_10_053_04_03,L46_10_053,C46_10,S_C46_10_04,user_focus,Show the limitation earlier so the claim feels more honest.,False,2026-04-27T13:25:00
PF_core_L46_10_053_07_04,core_L46_10_053_07_04,L46_10_053,C46_10,S_C46_10_07,clarity,Show the limitation earlier so the claim feels more honest.,False,2026-05-18T11:06:00
PF_core_L46_10_054_03_01,core_L46_10_054_03_01,L46_10_054,C46_10,S_C46_10_03,user_focus,Point to the evidence behind that claim.,False,2026-04-20T13:31:00
PF_core_L46_10_054_04_02,core_L46_10_054_04_02,L46_10_054,C46_10,S_C46_10_04,revision,Explain one step more clearly.,False,2026-04-27T13:26:00
PF_core_L46_10_054_06_03,core_L46_10_054_06_03,L46_10_054,C46_10,S_C46_10_06,clarity,Your idea is clear; add the strongest evidence first.,False,2026-05-11T09:01:00
PF_core_L46_10_054_07_04,core_L46_10_054_07_04,L46_10_054,C46_10,S_C46_10_07,evidence,Your idea is clear; add the strongest evidence first.,False,2026-05-18T10:11:00
PF_core_L46_10_054_08_05,core_L46_10_054_08_05,L46_10_054,C46_10,S_C46_10_08,revision,Your idea is clear; add the strongest evidence first.,False,2026-05-25T08:43:00
PF_core_L46_10_055_01_01,core_L46_10_055_01_01,L46_10_055,C46_10,S_C46_10_01,user_focus,Show which part changed after feedback.,True,2026-04-06T12:27:00
PF_core_L46_10_055_02_02,core_L46_10_055_02_02,L46_10_055,C46_10,S_C46_10_02,revision,Point to the evidence behind that claim.,False,2026-04-13T10:37:00
PF_core_L46_10_055_03_03,core_L46_10_055_03_03,L46_10_055,C46_10,S_C46_10_03,evidence,Show the limitation earlier so the claim feels more honest.,False,2026-04-20T08:48:00
PF_core_L46_10_055_08_05,core_L46_10_055_08_05,L46_10_055,C46_10,S_C46_10_08,safety,Show the limitation earlier so the claim feels more honest.,False,2026-05-25T13:33:00
PF_core_L46_10_056_03_01,core_L46_10_056_03_01,L46_10_056,C46_10,S_C46_10_03,evidence,Keep the evidence hierarchy clear so the audience sees why this decision came next.,False,2026-04-20T14:45:00
PF_core_L46_10_056_05_02,core_L46_10_056_05_02,L46_10_056,C46_10,S_C46_10_05,limitations,Keep the evidence hierarchy clear so the audience sees why this decision came next.,False,2026-05-04T09:29:00
PF_core_L46_10_056_07_04,core_L46_10_056_07_04,L46_10_056,C46_10,S_C46_10_07,revision,Keep the evidence hierarchy clear so the audience sees why this decision came next.,False,2026-05-18T13:59:00
PF_core_L46_10_057_03_02,core_L46_10_057_03_02,L46_10_057,C46_10,S_C46_10_03,limitations,Explain one step more clearly.,True,2026-04-20T09:56:00
PF_core_L46_10_057_08_05,core_L46_10_057_08_05,L46_10_057,C46_10,S_C46_10_08,revision,Explain why that revision came before the others.,True,2026-05-25T10:48:00
PF_core_L46_10_058_02_02,core_L46_10_058_02_02,L46_10_058,C46_10,S_C46_10_02,user_focus,Explain why that revision came before the others.,True,2026-04-13T08:16:00
PF_core_L46_10_058_08_05,core_L46_10_058_08_05,L46_10_058,C46_10,S_C46_10_08,revision,The claim is strong; name the boundary condition sooner.,False,2026-05-25T14:49:00
PF_core_L46_10_059_02_01,core_L46_10_059_02_01,L46_10_059,C46_10,S_C46_10_02,clarity,Show the limitation earlier so the claim feels more honest.,True,2026-04-13T10:06:00
PF_core_L46_10_059_05_03,core_L46_10_059_05_03,L46_10_059,C46_10,S_C46_10_05,safety,Explain why that revision came before the others.,False,2026-05-04T10:23:00
PF_core_L46_10_060_03_01,core_L46_10_060_03_01,L46_10_060,C46_10,S_C46_10_03,user_focus,Make one part clearer.,True,2026-04-20T13:33:00
PF_core_L46_10_060_04_02,core_L46_10_060_04_02,L46_10_060,C46_10,S_C46_10_04,user_focus,Say who this helps.,True,2026-04-27T09:32:00
PF_core_L46_10_060_06_03,core_L46_10_060_06_03,L46_10_060,C46_10,S_C46_10_06,limitations,Say who this helps.,True,2026-05-11T11:30:00
PF_core_L46_10_060_08_05,core_L46_10_060_08_05,L46_10_060,C46_10,S_C46_10_08,user_focus,Point to the evidence behind that claim.,False,2026-05-25T11:47:00
PF_core_L46_11_001_06_03,core_L46_11_001_06_03,L46_11_001,C46_11,S_C46_11_06,user_focus,Your idea is clear; add the strongest evidence first.,False,2026-05-18T12:54:00
PF_core_L46_11_001_07_04,core_L46_11_001_07_04,L46_11_001,C46_11,S_C46_11_07,evidence,Show the limitation earlier so the claim feels more honest.,False,2026-05-25T11:33:00
PF_core_L46_11_001_08_05,core_L46_11_001_08_05,L46_11_001,C46_11,S_C46_11_08,clarity,Explain why that revision came before the others.,False,2026-06-01T11:42:00
PF_core_L46_11_002_03_01,core_L46_11_002_03_01,L46_11_002,C46_11,S_C46_11_03,user_focus,Your idea is clear; add the strongest evidence first.,True,2026-04-27T12:43:00
PF_core_L46_11_002_05_03,core_L46_11_002_05_03,L46_11_002,C46_11,S_C46_11_05,user_focus,Explain why that revision came before the others.,False,2026-05-11T14:43:00
PF_core_L46_11_003_02_02,core_L46_11_003_02_02,L46_11_003,C46_11,S_C46_11_02,user_focus,Show the evidence you used.,True,2026-04-20T12:32:00
