artifact_id,record_id,learner_id,cohort_id,session_id,unit_family,artifact_type,artifact_summary,version_count,word_count_est,image_count_est,code_or_logic_steps_est,created_ts
ART_core_L79_02_055_01_01,core_L79_02_055_01_01,L79_02_055,C79_02,S_C79_02_01,ai_media_detective_lab,screenshot,"screenshot of test results, settings, or outputs linked to the task",4,17,1,0,2026-02-09T13:17:00
ART_core_L79_02_055_02_02,core_L79_02_055_02_02,L79_02_055,C79_02,S_C79_02_02,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,4,22,0,0,2026-02-16T12:27:00
ART_core_L79_02_055_05_03,core_L79_02_055_05_03,L79_02_055,C79_02,S_C79_02_05,ai_media_detective_lab,screenshot,"screenshot of test results, settings, or outputs linked to the task",1,14,1,0,2026-03-09T12:05:00
ART_core_L79_02_055_06_04,core_L79_02_055_06_04,L79_02_055,C79_02,S_C79_02_06,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,4,11,0,0,2026-03-16T12:05:00
ART_core_L79_02_055_07_05,core_L79_02_055_07_05,L79_02_055,C79_02,S_C79_02_07,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,4,40,0,0,2026-03-23T14:24:00
ART_core_L79_02_056_01_01,core_L79_02_056_01_01,L79_02_056,C79_02,S_C79_02_01,ai_media_detective_lab,confusion_matrix_page,evaluation page with model behavior notes and one tricky example,2,12,0,0,2026-02-09T12:54:00
ART_core_L79_02_056_04_02,core_L79_02_056_04_02,L79_02_056,C79_02,S_C79_02_04,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,2,24,0,0,2026-03-02T12:52:00
ART_core_L79_02_056_05_03,core_L79_02_056_05_03,L79_02_056,C79_02,S_C79_02_05,ai_media_detective_lab,screenshot,"screenshot of test results, settings, or outputs linked to the task",4,29,1,0,2026-03-09T12:12:00
ART_core_L79_02_056_06_04,core_L79_02_056_06_04,L79_02_056,C79_02,S_C79_02_06,ai_media_detective_lab,checklist_sheet,checklist sheet testing a media claim about edited photo evidence,3,12,0,0,2026-03-16T08:52:00
ART_core_L79_02_056_08_05,core_L79_02_056_08_05,L79_02_056,C79_02,S_C79_02_08,ai_media_detective_lab,screenshot,"screenshot of test results, settings, or outputs linked to the task",1,35,1,0,2026-03-30T09:39:00
ART_core_L79_02_057_02_01,core_L79_02_057_02_01,L79_02_057,C79_02,S_C79_02_02,ai_media_detective_lab,checklist_sheet,checklist sheet testing a media claim about headline credibility,2,43,0,0,2026-02-16T12:37:00
ART_core_L79_02_057_04_02,core_L79_02_057_04_02,L79_02_057,C79_02,S_C79_02_04,ai_media_detective_lab,checklist_sheet,checklist sheet testing a media claim about headline credibility,2,30,0,0,2026-03-02T07:53:00
ART_core_L79_02_057_05_03,core_L79_02_057_05_03,L79_02_057,C79_02,S_C79_02_05,ai_media_detective_lab,confusion_matrix_page,evaluation page with model behavior notes and one tricky example,4,22,0,0,2026-03-09T12:49:00
ART_core_L79_02_057_07_04,core_L79_02_057_07_04,L79_02_057,C79_02,S_C79_02_07,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,1,44,0,0,2026-03-23T07:48:00
ART_core_L79_02_057_08_05,core_L79_02_057_08_05,L79_02_057,C79_02,S_C79_02_08,ai_media_detective_lab,screenshot,"screenshot of test results, settings, or outputs linked to the task",4,24,1,0,2026-03-30T11:17:00
ART_core_L79_02_058_02_01,core_L79_02_058_02_01,L79_02_058,C79_02,S_C79_02_02,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,2,12,0,0,2026-02-16T09:49:00
ART_core_L79_02_058_03_02,core_L79_02_058_03_02,L79_02_058,C79_02,S_C79_02_03,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,4,39,0,0,2026-02-23T09:31:00
ART_core_L79_02_058_04_03,core_L79_02_058_04_03,L79_02_058,C79_02,S_C79_02_04,ai_media_detective_lab,checklist_sheet,checklist sheet testing a media claim about health claim posts,4,32,0,0,2026-03-02T08:57:00
ART_core_L79_02_058_05_04,core_L79_02_058_05_04,L79_02_058,C79_02,S_C79_02_05,ai_media_detective_lab,checklist_sheet,checklist sheet testing a media claim about health claim posts,2,25,0,0,2026-03-09T12:51:00
ART_core_L79_02_058_06_05,core_L79_02_058_06_05,L79_02_058,C79_02,S_C79_02_06,ai_media_detective_lab,screenshot,"screenshot of test results, settings, or outputs linked to the task",4,11,1,0,2026-03-16T12:55:00
ART_core_L79_02_059_01_01,core_L79_02_059_01_01,L79_02_059,C79_02,S_C79_02_01,ai_media_detective_lab,screenshot,"screenshot of test results, settings, or outputs linked to the task",1,32,1,0,2026-02-09T13:22:00
ART_core_L79_02_059_04_02,core_L79_02_059_04_02,L79_02_059,C79_02,S_C79_02_04,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,4,33,0,0,2026-03-02T10:32:00
ART_core_L79_02_059_06_03,core_L79_02_059_06_03,L79_02_059,C79_02,S_C79_02_06,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,3,12,0,0,2026-03-16T12:05:00
ART_core_L79_02_059_07_04,core_L79_02_059_07_04,L79_02_059,C79_02,S_C79_02_07,ai_media_detective_lab,confusion_matrix_page,evaluation page with model behavior notes and one tricky example,2,44,0,0,2026-03-23T07:30:00
ART_core_L79_02_059_08_05,core_L79_02_059_08_05,L79_02_059,C79_02,S_C79_02_08,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,1,19,0,0,2026-03-30T12:29:00
ART_core_L79_02_060_02_01,core_L79_02_060_02_01,L79_02_060,C79_02,S_C79_02_02,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,1,8,0,0,2026-02-16T13:39:00
ART_core_L79_02_060_04_03,core_L79_02_060_04_03,L79_02_060,C79_02,S_C79_02_04,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,4,27,0,0,2026-03-02T08:14:00
ART_core_L79_02_060_05_04,core_L79_02_060_05_04,L79_02_060,C79_02,S_C79_02_05,ai_media_detective_lab,confusion_matrix_page,evaluation page with model behavior notes and one tricky example,3,13,0,0,2026-03-09T09:36:00
ART_core_L79_02_060_06_05,core_L79_02_060_06_05,L79_02_060,C79_02,S_C79_02_06,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,1,13,0,0,2026-03-16T10:25:00
ART_core_L79_03_001_01_01,core_L79_03_001_01_01,L79_03_001,C79_03,S_C79_03_01,ai_media_detective_lab,confusion_matrix_page,evaluation page with model behavior notes and one tricky example,4,18,0,0,2026-02-16T08:23:00
ART_core_L79_03_001_03_02,core_L79_03_001_03_02,L79_03_001,C79_03,S_C79_03_03,ai_media_detective_lab,screenshot,"screenshot of test results, settings, or outputs linked to the task",2,30,1,0,2026-03-02T09:29:00
ART_core_L79_03_001_04_03,core_L79_03_001_04_03,L79_03_001,C79_03,S_C79_03_04,ai_media_detective_lab,checklist_sheet,checklist sheet testing a media claim about headline credibility,2,37,0,0,2026-03-09T14:01:00
ART_core_L79_03_001_05_04,core_L79_03_001_05_04,L79_03_001,C79_03,S_C79_03_05,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,1,35,0,0,2026-03-16T11:53:00
ART_core_L79_03_001_08_05,core_L79_03_001_08_05,L79_03_001,C79_03,S_C79_03_08,ai_media_detective_lab,confusion_matrix_page,evaluation page with model behavior notes and one tricky example,3,23,0,0,2026-04-06T10:40:00
ART_core_L79_03_002_02_01,core_L79_03_002_02_01,L79_03_002,C79_03,S_C79_03_02,ai_media_detective_lab,screenshot,"screenshot of test results, settings, or outputs linked to the task",1,21,1,0,2026-02-23T13:12:00
ART_core_L79_03_002_03_02,core_L79_03_002_03_02,L79_03_002,C79_03,S_C79_03_03,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,4,26,0,3,2026-03-02T08:20:00
ART_core_L79_03_002_04_03,core_L79_03_002_04_03,L79_03_002,C79_03,S_C79_03_04,ai_media_detective_lab,confusion_matrix_page,evaluation page with model behavior notes and one tricky example,1,18,0,0,2026-03-09T13:59:00
ART_core_L79_03_002_05_04,core_L79_03_002_05_04,L79_03_002,C79_03,S_C79_03_05,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,2,32,0,0,2026-03-16T10:30:00
ART_core_L79_03_002_07_05,core_L79_03_002_07_05,L79_03_002,C79_03,S_C79_03_07,ai_media_detective_lab,checklist_sheet,checklist sheet testing a media claim about image authenticity,3,31,0,0,2026-03-30T13:49:00
ART_core_L79_03_003_01_01,core_L79_03_003_01_01,L79_03_003,C79_03,S_C79_03_01,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,4,41,0,0,2026-02-16T13:59:00
ART_core_L79_03_003_03_03,core_L79_03_003_03_03,L79_03_003,C79_03,S_C79_03_03,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,2,21,0,2,2026-03-02T10:23:00
ART_core_L79_03_003_06_04,core_L79_03_003_06_04,L79_03_003,C79_03,S_C79_03_06,ai_media_detective_lab,screenshot,"screenshot of test results, settings, or outputs linked to the task",3,22,1,0,2026-03-23T09:13:00
ART_core_L79_03_004_01_01,core_L79_03_004_01_01,L79_03_004,C79_03,S_C79_03_01,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,3,22,0,0,2026-02-16T11:26:00
ART_core_L79_03_004_02_02,core_L79_03_004_02_02,L79_03_004,C79_03,S_C79_03_02,ai_media_detective_lab,screenshot,"screenshot of test results, settings, or outputs linked to the task",1,40,1,0,2026-02-23T11:23:00
ART_core_L79_03_004_04_03,core_L79_03_004_04_03,L79_03_004,C79_03,S_C79_03_04,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,4,20,0,0,2026-03-09T10:17:00
ART_core_L79_03_004_06_04,core_L79_03_004_06_04,L79_03_004,C79_03,S_C79_03_06,ai_media_detective_lab,screenshot,"screenshot of test results, settings, or outputs linked to the task",4,17,1,0,2026-03-23T13:07:00
ART_core_L79_03_004_07_05,core_L79_03_004_07_05,L79_03_004,C79_03,S_C79_03_07,ai_media_detective_lab,checklist_sheet,checklist sheet testing a media claim about image authenticity,3,32,0,0,2026-03-30T07:50:00
ART_core_L79_03_005_01_01,core_L79_03_005_01_01,L79_03_005,C79_03,S_C79_03_01,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,3,31,0,0,2026-02-16T08:04:00
ART_core_L79_03_005_03_02,core_L79_03_005_03_02,L79_03_005,C79_03,S_C79_03_03,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,3,20,0,0,2026-03-02T10:36:00
ART_core_L79_03_005_04_03,core_L79_03_005_04_03,L79_03_005,C79_03,S_C79_03_04,ai_media_detective_lab,confusion_matrix_page,evaluation page with model behavior notes and one tricky example,3,18,0,0,2026-03-09T11:35:00
ART_core_L79_03_005_07_05,core_L79_03_005_07_05,L79_03_005,C79_03,S_C79_03_07,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,4,39,0,0,2026-03-30T08:28:00
ART_core_L79_03_006_01_01,core_L79_03_006_01_01,L79_03_006,C79_03,S_C79_03_01,ai_media_detective_lab,checklist_sheet,checklist sheet testing a media claim about edited photo evidence,3,24,0,0,2026-02-16T14:22:00
ART_core_L79_03_006_03_02,core_L79_03_006_03_02,L79_03_006,C79_03,S_C79_03_03,ai_media_detective_lab,screenshot,"screenshot of test results, settings, or outputs linked to the task",4,19,1,0,2026-03-02T14:52:00
ART_core_L79_03_006_04_03,core_L79_03_006_04_03,L79_03_006,C79_03,S_C79_03_04,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,3,21,0,0,2026-03-09T07:54:00
ART_core_L79_03_006_05_04,core_L79_03_006_05_04,L79_03_006,C79_03,S_C79_03_05,ai_media_detective_lab,screenshot,"screenshot of test results, settings, or outputs linked to the task",1,30,1,0,2026-03-16T12:54:00
ART_core_L79_03_006_06_05,core_L79_03_006_06_05,L79_03_006,C79_03,S_C79_03_06,ai_media_detective_lab,confusion_matrix_page,evaluation page with model behavior notes and one tricky example,2,38,0,0,2026-03-23T09:29:00
ART_core_L79_03_007_03_01,core_L79_03_007_03_01,L79_03_007,C79_03,S_C79_03_03,ai_media_detective_lab,confusion_matrix_page,evaluation page with model behavior notes and one tricky example,4,23,0,0,2026-03-02T11:25:00
ART_core_L79_03_007_04_02,core_L79_03_007_04_02,L79_03_007,C79_03,S_C79_03_04,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,3,46,0,0,2026-03-09T10:43:00
ART_core_L79_03_007_05_03,core_L79_03_007_05_03,L79_03_007,C79_03,S_C79_03_05,ai_media_detective_lab,checklist_sheet,checklist sheet testing a media claim about video clip context,1,25,0,0,2026-03-16T10:27:00
ART_core_L79_03_007_07_04,core_L79_03_007_07_04,L79_03_007,C79_03,S_C79_03_07,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,4,41,0,0,2026-03-30T13:36:00
ART_core_L79_03_007_08_05,core_L79_03_007_08_05,L79_03_007,C79_03,S_C79_03_08,ai_media_detective_lab,confusion_matrix_page,evaluation page with model behavior notes and one tricky example,1,33,0,0,2026-04-06T14:17:00
ART_core_L79_03_008_01_01,core_L79_03_008_01_01,L79_03_008,C79_03,S_C79_03_01,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,4,17,0,0,2026-02-16T08:14:00
ART_core_L79_03_008_03_02,core_L79_03_008_03_02,L79_03_008,C79_03,S_C79_03_03,ai_media_detective_lab,confusion_matrix_page,evaluation page with model behavior notes and one tricky example,1,30,0,0,2026-03-02T11:14:00
ART_core_L79_03_008_06_03,core_L79_03_008_06_03,L79_03_008,C79_03,S_C79_03_06,ai_media_detective_lab,screenshot,"screenshot of test results, settings, or outputs linked to the task",2,16,1,0,2026-03-23T12:10:00
ART_core_L79_03_008_07_04,core_L79_03_008_07_04,L79_03_008,C79_03,S_C79_03_07,ai_media_detective_lab,screenshot,"screenshot of test results, settings, or outputs linked to the task",4,26,1,0,2026-03-30T11:41:00
ART_core_L79_03_008_08_05,core_L79_03_008_08_05,L79_03_008,C79_03,S_C79_03_08,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,2,21,0,0,2026-04-06T13:51:00
ART_core_L79_03_009_03_01,core_L79_03_009_03_01,L79_03_009,C79_03,S_C79_03_03,ai_media_detective_lab,confusion_matrix_page,evaluation page with model behavior notes and one tricky example,4,21,0,0,2026-03-02T13:14:00
ART_core_L79_03_009_04_02,core_L79_03_009_04_02,L79_03_009,C79_03,S_C79_03_04,ai_media_detective_lab,checklist_sheet,checklist sheet testing a media claim about image authenticity,3,27,0,0,2026-03-09T14:21:00
ART_core_L79_03_009_06_03,core_L79_03_009_06_03,L79_03_009,C79_03,S_C79_03_06,ai_media_detective_lab,screenshot,"screenshot of test results, settings, or outputs linked to the task",3,33,1,0,2026-03-23T11:40:00
ART_core_L79_03_009_08_05,core_L79_03_009_08_05,L79_03_009,C79_03,S_C79_03_08,ai_media_detective_lab,checklist_sheet,checklist sheet testing a media claim about image authenticity,3,37,0,0,2026-04-06T12:40:00
ART_core_L79_03_010_01_01,core_L79_03_010_01_01,L79_03_010,C79_03,S_C79_03_01,ai_media_detective_lab,checklist_sheet,checklist sheet testing a media claim about image authenticity,1,28,0,0,2026-02-16T12:54:00
ART_core_L79_03_010_03_02,core_L79_03_010_03_02,L79_03_010,C79_03,S_C79_03_03,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,4,28,0,6,2026-03-02T08:10:00
ART_core_L79_03_010_06_03,core_L79_03_010_06_03,L79_03_010,C79_03,S_C79_03_06,ai_media_detective_lab,confusion_matrix_page,evaluation page with model behavior notes and one tricky example,4,32,0,0,2026-03-23T09:06:00
ART_core_L79_03_010_07_04,core_L79_03_010_07_04,L79_03_010,C79_03,S_C79_03_07,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,2,38,0,0,2026-03-30T09:51:00
ART_core_L79_03_011_01_01,core_L79_03_011_01_01,L79_03_011,C79_03,S_C79_03_01,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,4,12,0,0,2026-02-16T08:49:00
ART_core_L79_03_011_03_02,core_L79_03_011_03_02,L79_03_011,C79_03,S_C79_03_03,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,4,9,0,0,2026-03-02T09:02:00
ART_core_L79_03_011_06_03,core_L79_03_011_06_03,L79_03_011,C79_03,S_C79_03_06,ai_media_detective_lab,checklist_sheet,checklist sheet testing a media claim about image authenticity,1,27,0,0,2026-03-23T10:06:00
ART_core_L79_03_011_07_04,core_L79_03_011_07_04,L79_03_011,C79_03,S_C79_03_07,ai_media_detective_lab,checklist_sheet,checklist sheet testing a media claim about image authenticity,4,20,0,0,2026-03-30T10:12:00
ART_core_L79_03_012_03_01,core_L79_03_012_03_01,L79_03_012,C79_03,S_C79_03_03,ai_media_detective_lab,checklist_sheet,checklist sheet testing a media claim about headline credibility,4,26,0,0,2026-03-02T11:20:00
ART_core_L79_03_012_04_02,core_L79_03_012_04_02,L79_03_012,C79_03,S_C79_03_04,ai_media_detective_lab,confusion_matrix_page,evaluation page with model behavior notes and one tricky example,4,23,0,0,2026-03-09T08:25:00
ART_core_L79_03_012_05_03,core_L79_03_012_05_03,L79_03_012,C79_03,S_C79_03_05,ai_media_detective_lab,confusion_matrix_page,evaluation page with model behavior notes and one tricky example,1,22,0,0,2026-03-16T08:42:00
ART_core_L79_03_012_06_04,core_L79_03_012_06_04,L79_03_012,C79_03,S_C79_03_06,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,2,15,0,0,2026-03-23T12:33:00
ART_core_L79_03_012_07_05,core_L79_03_012_07_05,L79_03_012,C79_03,S_C79_03_07,ai_media_detective_lab,screenshot,"screenshot of test results, settings, or outputs linked to the task",2,32,1,0,2026-03-30T10:07:00
ART_core_L79_03_013_01_01,core_L79_03_013_01_01,L79_03_013,C79_03,S_C79_03_01,ai_media_detective_lab,checklist_sheet,checklist sheet testing a media claim about headline credibility,1,29,0,0,2026-02-16T09:10:00
ART_core_L79_03_013_02_02,core_L79_03_013_02_02,L79_03_013,C79_03,S_C79_03_02,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,2,42,0,0,2026-02-23T13:47:00
ART_core_L79_03_013_04_03,core_L79_03_013_04_03,L79_03_013,C79_03,S_C79_03_04,ai_media_detective_lab,screenshot,"screenshot of test results, settings, or outputs linked to the task",3,21,1,0,2026-03-09T11:28:00
ART_core_L79_03_013_07_04,core_L79_03_013_07_04,L79_03_013,C79_03,S_C79_03_07,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,2,30,0,0,2026-03-30T08:09:00
ART_core_L79_03_013_08_05,core_L79_03_013_08_05,L79_03_013,C79_03,S_C79_03_08,ai_media_detective_lab,checklist_sheet,checklist sheet testing a media claim about headline credibility,1,30,0,0,2026-04-06T09:20:00
ART_core_L79_03_014_02_01,core_L79_03_014_02_01,L79_03_014,C79_03,S_C79_03_02,ai_media_detective_lab,screenshot,"screenshot of test results, settings, or outputs linked to the task",2,16,1,0,2026-02-23T09:23:00
ART_core_L79_03_014_03_02,core_L79_03_014_03_02,L79_03_014,C79_03,S_C79_03_03,ai_media_detective_lab,checklist_sheet,checklist sheet testing a media claim about edited photo evidence,4,16,0,0,2026-03-02T09:25:00
ART_core_L79_03_014_04_03,core_L79_03_014_04_03,L79_03_014,C79_03,S_C79_03_04,ai_media_detective_lab,checklist_sheet,checklist sheet testing a media claim about edited photo evidence,2,29,0,0,2026-03-09T12:23:00
ART_core_L79_03_014_05_04,core_L79_03_014_05_04,L79_03_014,C79_03,S_C79_03_05,ai_media_detective_lab,checklist_sheet,checklist sheet testing a media claim about edited photo evidence,1,19,0,0,2026-03-16T10:50:00
ART_core_L79_03_014_08_05,core_L79_03_014_08_05,L79_03_014,C79_03,S_C79_03_08,ai_media_detective_lab,confusion_matrix_page,evaluation page with model behavior notes and one tricky example,3,30,0,0,2026-04-06T14:12:00
ART_core_L79_03_015_02_02,core_L79_03_015_02_02,L79_03_015,C79_03,S_C79_03_02,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,3,12,0,0,2026-02-23T10:39:00
ART_core_L79_03_015_04_03,core_L79_03_015_04_03,L79_03_015,C79_03,S_C79_03_04,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,4,18,0,0,2026-03-09T08:22:00
ART_core_L79_03_015_07_04,core_L79_03_015_07_04,L79_03_015,C79_03,S_C79_03_07,ai_media_detective_lab,screenshot,"screenshot of test results, settings, or outputs linked to the task",4,27,1,0,2026-03-30T13:51:00
ART_core_L79_03_015_08_05,core_L79_03_015_08_05,L79_03_015,C79_03,S_C79_03_08,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,3,27,0,0,2026-04-06T14:30:00
ART_core_L79_03_016_03_01,core_L79_03_016_03_01,L79_03_016,C79_03,S_C79_03_03,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,1,31,0,0,2026-03-02T08:24:00
ART_core_L79_03_016_04_02,core_L79_03_016_04_02,L79_03_016,C79_03,S_C79_03_04,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,1,20,0,0,2026-03-09T13:26:00
ART_core_L79_03_016_05_03,core_L79_03_016_05_03,L79_03_016,C79_03,S_C79_03_05,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,4,28,0,0,2026-03-16T12:32:00
ART_core_L79_03_016_07_04,core_L79_03_016_07_04,L79_03_016,C79_03,S_C79_03_07,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,3,14,0,0,2026-03-30T09:33:00
ART_core_L79_03_016_08_05,core_L79_03_016_08_05,L79_03_016,C79_03,S_C79_03_08,ai_media_detective_lab,confusion_matrix_page,evaluation page with model behavior notes and one tricky example,4,25,0,0,2026-04-06T11:54:00
ART_core_L79_03_017_02_01,core_L79_03_017_02_01,L79_03_017,C79_03,S_C79_03_02,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,4,43,0,0,2026-02-23T08:40:00
ART_core_L79_03_017_04_02,core_L79_03_017_04_02,L79_03_017,C79_03,S_C79_03_04,ai_media_detective_lab,screenshot,"screenshot of test results, settings, or outputs linked to the task",2,35,1,0,2026-03-09T08:24:00
ART_core_L79_03_017_05_03,core_L79_03_017_05_03,L79_03_017,C79_03,S_C79_03_05,ai_media_detective_lab,checklist_sheet,checklist sheet testing a media claim about edited photo evidence,1,28,0,0,2026-03-16T14:27:00
ART_core_L79_03_017_06_04,core_L79_03_017_06_04,L79_03_017,C79_03,S_C79_03_06,ai_media_detective_lab,confusion_matrix_page,evaluation page with model behavior notes and one tricky example,4,23,0,0,2026-03-23T09:45:00
ART_core_L79_03_017_08_05,core_L79_03_017_08_05,L79_03_017,C79_03,S_C79_03_08,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,2,29,0,0,2026-04-06T13:34:00
ART_core_L79_03_018_03_01,core_L79_03_018_03_01,L79_03_018,C79_03,S_C79_03_03,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,2,31,0,3,2026-03-02T13:07:00
ART_core_L79_03_018_04_02,core_L79_03_018_04_02,L79_03_018,C79_03,S_C79_03_04,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,4,32,0,0,2026-03-09T11:31:00
ART_core_L79_03_018_05_03,core_L79_03_018_05_03,L79_03_018,C79_03,S_C79_03_05,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,4,27,0,0,2026-03-16T09:02:00
ART_core_L79_03_018_06_04,core_L79_03_018_06_04,L79_03_018,C79_03,S_C79_03_06,ai_media_detective_lab,checklist_sheet,checklist sheet testing a media claim about edited photo evidence,1,32,0,0,2026-03-23T11:08:00
ART_core_L79_03_018_08_05,core_L79_03_018_08_05,L79_03_018,C79_03,S_C79_03_08,ai_media_detective_lab,screenshot,"screenshot of test results, settings, or outputs linked to the task",2,18,1,0,2026-04-06T11:42:00
ART_core_L79_03_019_01_01,core_L79_03_019_01_01,L79_03_019,C79_03,S_C79_03_01,ai_media_detective_lab,confusion_matrix_page,evaluation page with model behavior notes and one tricky example,1,53,0,0,2026-02-16T10:32:00
ART_core_L79_03_019_03_02,core_L79_03_019_03_02,L79_03_019,C79_03,S_C79_03_03,ai_media_detective_lab,confusion_matrix_page,evaluation page with model behavior notes and one tricky example,2,34,0,0,2026-03-02T09:49:00
ART_core_L79_03_019_04_03,core_L79_03_019_04_03,L79_03_019,C79_03,S_C79_03_04,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,2,25,0,0,2026-03-09T09:18:00
ART_core_L79_03_019_06_04,core_L79_03_019_06_04,L79_03_019,C79_03,S_C79_03_06,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,3,22,0,0,2026-03-23T11:04:00
ART_core_L79_03_019_07_05,core_L79_03_019_07_05,L79_03_019,C79_03,S_C79_03_07,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,4,50,0,0,2026-03-30T11:27:00
ART_core_L79_03_020_02_01,core_L79_03_020_02_01,L79_03_020,C79_03,S_C79_03_02,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,2,21,0,0,2026-02-23T14:37:00
ART_core_L79_03_020_06_04,core_L79_03_020_06_04,L79_03_020,C79_03,S_C79_03_06,ai_media_detective_lab,checklist_sheet,checklist sheet testing a media claim about image authenticity,4,31,0,0,2026-03-23T09:34:00
ART_core_L79_03_020_07_05,core_L79_03_020_07_05,L79_03_020,C79_03,S_C79_03_07,ai_media_detective_lab,checklist_sheet,checklist sheet testing a media claim about image authenticity,2,37,0,0,2026-03-30T09:09:00
ART_core_L79_03_021_02_01,core_L79_03_021_02_01,L79_03_021,C79_03,S_C79_03_02,ai_media_detective_lab,confusion_matrix_page,evaluation page with model behavior notes and one tricky example,3,24,0,0,2026-02-23T13:18:00
ART_core_L79_03_021_03_02,core_L79_03_021_03_02,L79_03_021,C79_03,S_C79_03_03,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,1,28,0,4,2026-03-02T08:47:00
ART_core_L79_03_021_06_03,core_L79_03_021_06_03,L79_03_021,C79_03,S_C79_03_06,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,2,19,0,0,2026-03-23T07:56:00
ART_core_L79_03_021_08_05,core_L79_03_021_08_05,L79_03_021,C79_03,S_C79_03_08,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,3,40,0,0,2026-04-06T09:25:00
ART_core_L79_03_022_02_02,core_L79_03_022_02_02,L79_03_022,C79_03,S_C79_03_02,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,1,26,0,0,2026-02-23T12:12:00
ART_core_L79_03_022_04_03,core_L79_03_022_04_03,L79_03_022,C79_03,S_C79_03_04,ai_media_detective_lab,slide_snapshot,slide snapshot summarizing findings and uncertainty,3,32,0,0,2026-03-09T12:38:00
ART_core_L79_03_022_08_05,core_L79_03_022_08_05,L79_03_022,C79_03,S_C79_03_08,ai_media_detective_lab,dataset_note,dataset note with labeled examples and one limitation called out,3,26,0,0,2026-04-06T13:04:00
