aggregate_level,cohort_id,grade_band,unit_family,session_index,session_title,submitted_records,distinct_learners,expected_enrollment,submission_rate,avg_bos_mastery,avg_bos_readiness,avg_mia_integrity,proof_of_work_rate,ai_use_rate,followup_rate,review_needed_rate
cohort_session,C79_11,7-9,ai_media_detective_lab,2,Data + Bias Basics,35,35,60,0.583,63.1,65.8,80.9,0.914,0.2,0.257,0.143
cohort_session,C79_11,7-9,ai_media_detective_lab,3,Build a Simple Classifier,39,39,60,0.65,66.1,68.4,80.1,0.872,0.333,0.154,0.179
cohort_session,C79_11,7-9,ai_media_detective_lab,4,Evaluate Model Behavior,43,43,60,0.717,65.4,67.3,81.2,0.93,0.186,0.256,0.163
cohort_session,C79_11,7-9,ai_media_detective_lab,5,Create an AI Detector Checklist,41,41,60,0.683,68.6,71.5,82.5,0.976,0.341,0.024,0.024
cohort_session,C79_11,7-9,ai_media_detective_lab,6,Communicate Findings,39,39,60,0.65,71.3,71.9,81.6,0.923,0.256,0.103,0.128
cohort_session,C79_11,7-9,ai_media_detective_lab,7,Policy & Ethics Debate,39,39,60,0.65,69.9,71.4,81.6,0.872,0.256,0.179,0.154
cohort_session,C79_11,7-9,ai_media_detective_lab,8,Public Showcase,33,33,60,0.55,73.7,74.3,81.4,0.909,0.273,0.182,0.152
cohort_session,C79_12,7-9,ai_media_detective_lab,1,"Question, Claims, and Evidence",39,39,60,0.65,64.8,66.9,77.5,0.821,0.179,0.179,0.231
cohort_session,C79_12,7-9,ai_media_detective_lab,2,Data + Bias Basics,43,43,60,0.717,64.0,66.4,82.1,0.953,0.163,0.209,0.14
cohort_session,C79_12,7-9,ai_media_detective_lab,3,Build a Simple Classifier,39,39,60,0.65,65.6,67.6,78.8,0.846,0.359,0.179,0.205
cohort_session,C79_12,7-9,ai_media_detective_lab,4,Evaluate Model Behavior,35,35,60,0.583,67.5,68.4,82.4,0.971,0.171,0.171,0.143
cohort_session,C79_12,7-9,ai_media_detective_lab,5,Create an AI Detector Checklist,38,38,60,0.633,68.8,69.8,80.9,0.921,0.158,0.132,0.184
cohort_session,C79_12,7-9,ai_media_detective_lab,6,Communicate Findings,33,33,60,0.55,69.5,71.4,81.7,0.939,0.121,0.152,0.212
cohort_session,C79_12,7-9,ai_media_detective_lab,7,Policy & Ethics Debate,41,41,60,0.683,70.3,72.6,82.5,0.951,0.146,0.073,0.098
cohort_session,C79_12,7-9,ai_media_detective_lab,8,Public Showcase,32,32,60,0.533,73.9,74.3,83.9,0.938,0.25,0.125,0.156
grade_band,,1-3,helpful_invention_studio,,ALL,3600,720,720,1.0,65.7,64.2,80.5,0.896,0.081,0.319,0.269
grade_band,,10-12,venture_sprint,,ALL,3600,720,720,1.0,67.5,70.1,81.3,0.924,0.236,0.179,0.133
grade_band,,4-6,eco_smart_design_lab,,ALL,3600,720,720,1.0,67.6,66.2,81.3,0.917,0.12,0.239,0.229
grade_band,,7-9,ai_media_detective_lab,,ALL,3600,720,720,1.0,67.7,69.1,81.3,0.92,0.219,0.188,0.153
